Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”,Name: “Table 1 of 1 on page 35 of 118”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,
,,,,Improve Harbor Park,Improve Harbor Park,Improve Harbor Park,,,,
Department,Department,,,,,,Project Description,Project Description,,
"Cultural Fac., Arts & Ent.","Cultural Fac., Arts & Ent.","Cultural Fac., Arts & Ent.",,,,Provide funds for ongoing upgrades and maintenance at,Provide funds for ongoing upgrades and maintenance at,Provide funds for ongoing upgrades and maintenance at,Provide funds for ongoing upgrades and maintenance at,Provide funds for ongoing upgrades and maintenance at
,,,,,,Harbor Park to enhance the facility and improve the visitor,Harbor Park to enhance the facility and improve the visitor,Harbor Park to enhance the facility and improve the visitor,Harbor Park to enhance the facility and improve the visitor,Harbor Park to enhance the facility and improve the visitor
Account #,Account #,,,,,experience. The park was built in 1993 and requires ongoing,experience. The park was built in 1993 and requires ongoing,experience. The park was built in 1993 and requires ongoing,experience. The park was built in 1993 and requires ongoing,experience. The park was built in 1993 and requires ongoing
N/A,,,,,,maintenance and upgrades to provide customers with a high,maintenance and upgrades to provide customers with a high,maintenance and upgrades to provide customers with a high,maintenance and upgrades to provide customers with a high,maintenance and upgrades to provide customers with a high
,,,,,,quality experience when visiting the park. Harbor Park,quality experience when visiting the park. Harbor Park,quality experience when visiting the park. Harbor Park,quality experience when visiting the park. Harbor Park,
,,,,,,"features 9,000 lower deck seats, 2,800 upper deck seats, and","features 9,000 lower deck seats, 2,800 upper deck seats, and","features 9,000 lower deck seats, 2,800 upper deck seats, and","features 9,000 lower deck seats, 2,800 upper deck seats, and","features 9,000 lower deck seats, 2,800 upper deck seats, and"
,,,,,,400 seats in 24 luxury skyboxes leased to area corporations.,400 seats in 24 luxury skyboxes leased to area corporations.,400 seats in 24 luxury skyboxes leased to area corporations.,400 seats in 24 luxury skyboxes leased to area corporations.,400 seats in 24 luxury skyboxes leased to area corporations.
Customers Served,Customers Served,,,,,Harbor Park is home to the Tides baseball team.,Harbor Park is home to the Tides baseball team.,Harbor Park is home to the Tides baseball team.,,
Residents,v,Business,City Services,City Services,,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,v,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,,FY 2013,FY 2013,FY 2014,,FY 2015,FY 2016,FY 2017,FY 2018,TOTAL
FY 2014 Approved,FY 2014 Approved,,N/A,,0,"500,000",0,0,0,"500,000"
FY 2013 Approved,FY 2013 Approved,,0,,0,0,0,0,N/A,0
Estimated Operating,Estimated Operating,,N/A,,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,,0,Prior Capital Funding,Prior Capital Funding,,,0
Construction,Construction,,,,0,FY 2014 Approved,FY 2014 Approved,,,0
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,"500,000",
,,Total,,,0,Project Total,,,"500,000",
,,Property Address:,Property Address:,150 Park Avenue,150 Park Avenue,150 Park Avenue,,,,
,,,,,,Economic Vitality and Workforce Development CIP - 461,Economic Vitality and Workforce Development CIP - 461,Economic Vitality and Workforce Development CIP - 461,Economic Vitality and Workforce Development CIP - 461,Economic Vitality and Workforce Development CIP - 461
