Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”,Name: “Table 1 of 1 on page 167 of 171”
Table: 167,Table: 167,Table: 167,Table: 167,Table: 167,Table: 167,Table: 167,Table: 167
,,,,,,,
,,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,,
,,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,,
,,,,,,Ratio of,
,,,,,,Net Bonded,
,,,Gross,Debt Service,Net,Debt to,Net Bonded
Fiscal,,Assessed,Bonded,Monies,Bonded,Assessed,Debt per
Year,Population,Valuation,Debt,Available,Debt,Valuation,Capita
2005,"56,463","7,489,353,710","109,465,708",-,"109,465,708",.0146,"1,939"
2006,"58,893","9,049,255,396","106,091,269","1,749,709","104,341,560",.0115,"1,772"
2007,"60,867","10,704,264,557","126,590,560","1,832,039","124,758,521",.0117,"2,050"
2008,"61,195","11,610,152,643","118,369,735","1,890,734","116,479,001",.0100,"1,903"
2009,"63,135","11,941,060,226","109,974,105","1,706,525","108,267,580",.0091,"1,715"
2010,"67,745","12,092,979,169","101,414,765","2,921,044","98,493,721",.0081,"1,454"
2011,"68,500","12,152,483,497","93,283,624","2,921,037","90,362,587",.0074,"1,319"
2012,"68,971","12,341,704,734","86,134,103","2,920,981","83,213,122",.0067,"1,206"
2013 (Est),"70,781","11,976,424,815","77,948,003","2,920,981","75,027,022",.0063,"1,060"
2014 (Est),"72,621","12,136,941,495","69,595,988","2,920,981","66,675,007",.0055,918
Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,
assessed value of real estate.,assessed value of real estate.,assessed value of real estate.,,,,,
FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2012 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial
"Report, June 30, 2012.","Report, June 30, 2012.","FY2013-FY2014 estimates are based on estimated Total Assessed Valuation, estimated Gross","FY2013-FY2014 estimates are based on estimated Total Assessed Valuation, estimated Gross","FY2013-FY2014 estimates are based on estimated Total Assessed Valuation, estimated Gross","FY2013-FY2014 estimates are based on estimated Total Assessed Valuation, estimated Gross","FY2013-FY2014 estimates are based on estimated Total Assessed Valuation, estimated Gross","FY2013-FY2014 estimates are based on estimated Total Assessed Valuation, estimated Gross"
Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the,Bonded Debt and estimated Debt Service Reserve Funds. FY2013-FY2014 population projections obtained from the
James City County Planning Division,James City County Planning Division,James City County Planning Division,,,,,
,,,Page G-20,Page G-20,,,
