Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”,Name: “Table 1 of 1 on page 85 of 171”
Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Purchasing,Purchasing,,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,,,,,,
1.,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and,Coordinate fair and efficient procurement of goods and services in accordance with regulations and
,requirements,,,,,,,,,,,,,,
2.,"Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and","Produce the best value for purchases, researching alternatives to identify the most efficient and"
,cost-effective outcomes,cost-effective outcomes,cost-effective outcomes,,,,,,,,,,,,
3.,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides,Provide professional procurement services to those agencies and groups that the County provides
,"fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools","fiscal agent services for, including the Williamsburg-James City County Schools",,
4.,Oversee the County’s Purchasing Card program,Oversee the County’s Purchasing Card program,Oversee the County’s Purchasing Card program,Oversee the County’s Purchasing Card program,Oversee the County’s Purchasing Card program,Oversee the County’s Purchasing Card program,Oversee the County’s Purchasing Card program,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,,
,,,,,FY 13,FY 13,,,FY 14,,,FY 14,FY 14,FY 14,
,,,,,Adopted,Adopted,,,Plan,,,Adopted,Adopted,Adopted,
,,Personnel,Personnel,$,"322,098","322,098",,$,"326,010",,$,"280,176","280,176","280,176",
,,Operating,Operating,,"12,500","12,500",,,"12,500",,,"15,500","15,500","15,500",
,,,Total,$,"334,598","334,598",,$,"338,510",,$,"295,676","295,676","295,676",
PERSONNEL,PERSONNEL,,,,,,,,,,,,,,
,Full-time Personnel,Full-time Personnel,Full-time Personnel,,,4,,,4,,,,,4,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,,,
,,,,,,FY 11,FY 11,,FY 12,,,FY 13,,,FY 14
,,,,,,Actual,Actual,,Actual,,Adopted,Adopted,Adopted,,Adopted
,Solicitations processed (new measure),Solicitations processed (new measure),Solicitations processed (new measure),Solicitations processed (new measure),,,New,,134,,,140,140,,140
,% Total spent via Purchasing Card,% Total spent via Purchasing Card,% Total spent via Purchasing Card,% Total spent via Purchasing Card,,,New,,18%,,,18%,18%,,18%
$ Value from disposal of surplus property,$ Value from disposal of surplus property,$ Value from disposal of surplus property,$ Value from disposal of surplus property,$ Value from disposal of surplus property,,,,,New,,,"$50,000","$50,000",,"$50,000"
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,,
This,Division,provides,procurement,procurement,services,to,the,School,Division,as,part,of,a,shared,services
agreement.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,The reduced budget for FY2014 reflects turnover savings.,,,,,,,
,,,,,Page C-26,Page C-26,Page C-26,Page C-26,,,,,,,
