Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”,Name: “Table 1 of 1 on page 67 of 171”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,
,,,,,,,,,
Human Resources,Human Resources,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,,
1.,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the
,"County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure"
,services are provided efficiently and effectively,services are provided efficiently and effectively,services are provided efficiently and effectively,,,,,,
2.,"Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies"
3.,Ensure programs meet federal and state requirements,Ensure programs meet federal and state requirements,Ensure programs meet federal and state requirements,Ensure programs meet federal and state requirements,,,,,
4.,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations,Assist in resolving employee-employer concerns and conduct any necessary investigations
5.,Communicate personnel related information and provide employee training,Communicate personnel related information and provide employee training,Communicate personnel related information and provide employee training,Communicate personnel related information and provide employee training,Communicate personnel related information and provide employee training,Communicate personnel related information and provide employee training,Communicate personnel related information and provide employee training,,
6.,"Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids","Oversee benefit and other contracts to identify cost savings, including soliciting competitive bids"
7.,Manage human resource information ensuring data is accurate and meaningful,Manage human resource information ensuring data is accurate and meaningful,Manage human resource information ensuring data is accurate and meaningful,Manage human resource information ensuring data is accurate and meaningful,Manage human resource information ensuring data is accurate and meaningful,Manage human resource information ensuring data is accurate and meaningful,Manage human resource information ensuring data is accurate and meaningful,,
8.,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service,Manage programs to retain top performers and recognize employee accomplishments and service
9.,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the,Support the County in selecting and retaining highly qualified employees by maintaining the
,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,classification and compensation systems so salaries are competitive in the labor market,
10.,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and,Provide training and resources focused on courteous and professional service to external and
,internal customers,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,
,,,FY 13,,FY 14,,,FY 14,
,,,Adopted,,,Plan,,Adopted,
,Personnel,$,"648,155",$,"656,015","656,015",$,"687,254",
,Operating,,"104,000",,"112,600","112,600",,"117,150",
,Credits/Other,,"(92,349)",,"(92,373)","(92,373)",,"(95,021)",
,Total,$,"659,806",$,"676,242","676,242",$,"709,383",
PERSONNEL,,,,,,,,,
,Full-time Personnel,,7,,,7,,7,
