Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”,Name: “Table 1 of 1 on page 115 of 171”
Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,Capital Improvement Program Details,,,,,,
,,,,,,,,,,,,,,,,,,,FIVE,FIVE,FIVE
,,,,,,,,,,,,,,,,,,,YEAR,YEAR,YEAR
FUNDING SOURCES,FUNDING SOURCES,FUNDING SOURCES,FUNDING SOURCES,,FY2014,FY2014,,FY2015,FY2015,,FY2016,,,FY2017,FY2017,,FY2018,FY2018,TOTAL,TOTAL,TOTAL
General Fund Year-end,General Fund Year-end,General Fund Year-end,General Fund Year-end,,,,,,,,,,,,,,,,,,
,Balance,,,,"$2,850,000","$2,850,000",$,"2,000,000","2,000,000","$2,000,000","$2,000,000",,$,"2,000,000","2,000,000","$2,000,000","$2,000,000","$2,000,000","$10,750,000","$10,750,000","$10,750,000"
Transfer from General Fund,Transfer from General Fund,Transfer from General Fund,Transfer from General Fund,Transfer from General Fund,"2,302,000","2,302,000",,"4,000,000","4,000,000","4,200,000","4,200,000",,,"5,000,000","5,000,000",,"5,200,000","5,200,000","20,802,000","20,802,000","20,802,000"
Bond Financing,Bond Financing,Bond Financing,,,,,,"22,272,000","22,272,000",,,,,"20,792,000","20,792,000",,,,"43,064,000","43,064,000","43,064,000"
Sale of County Property,Sale of County Property,Sale of County Property,Sale of County Property,,"600,000","600,000",,,,,,,,,,,,,,"600,000","600,000"
Proffers,Proffers,,,,"160,000","160,000",,,"40,000",,"50,000",,,"50,000","50,000",,"50,000","50,000",,"350,000","350,000"
State Wireless Funds,State Wireless Funds,State Wireless Funds,,,"143,000","143,000",,,,,,,,,,,,,,"143,000","143,000"
Marina Rental Income,Marina Rental Income,Marina Rental Income,Marina Rental Income,,"54,000","54,000",,,"66,000",,"75,000",,,"82,000","82,000",,"88,000","88,000",,"365,000","365,000"
,,,,,"$6,109,000","$6,109,000","$28,378,000","$28,378,000","$28,378,000","$6,325,000","$6,325,000",,"$27,924,000","$27,924,000","$27,924,000","$7,338,000","$7,338,000","$7,338,000","$76,074,000","$76,074,000","$76,074,000"
Fund,balances,balances,from the,from the,County's,County's,General,General,"Fund,",generated,by revenues,by revenues,by revenues,by revenues,by revenues,realized,that,exceeded,exceeded,exceeded,the
budget,and,spending,spending,that,came,in,under,"budget,","budget,",will,become,,part,of,the,funding,package,package,package,for,the
