Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”,Name: “Table 1 of 1 on page 164 of 171”
Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164
,,,,,,,,,
,,,General,Fund Revenues by Source (In Percent),Fund Revenues by Source (In Percent),Fund Revenues by Source (In Percent),Fund Revenues by Source (In Percent),,
,,,,,Use of,Charges,,,
,General,Other,"Licenses,",Fines,Money,for,,,
Fiscal,Property,Local,"Permits,",and,and,Current,Inter-,,
Year,Taxes,Taxes,Fees,Forfeitures,Property,Services,Government,Miscellaneous,Total
2005,59.4,14.5,6.2,0.2,0.5,2.8,16.3,0.1,100.00
2006,60.1,14.4,6.3,0.2,0.7,2.6,15.5,0.2,100.00
2007,61.6,13.5,5.9,0.2,1.1,2.4,15.2,0.1,100.00
2008,63.1,12.2,5.0,0.2,1.1,3.1,15.0,0.3,100.00
2009,65.0,11.5,4.5,0.2,0.6,3.0,14.9,0.3,100.00
2010,65.9,11.2,4.1,0.2,0.3,3.0,15.1,0.2,100.00
2011,65.6,11.5,4.3,0.2,0.2,2.9,15.1,0.2,100.00
2012,65.3,11.8,4.4,0.2,0.2,3.1,14.9,0.1,100.00
2013 (Est.),64.7,12.0,4.6,0.2,0.1,3.1,15.2,0.1,100.00
2014 (Est.),64.4,12.2,4.6,0.2,0.1,3.1,15.3,0.1,100.00
,,,,,Page G-17,,,,
