Name: “Table 1 of 1 on page 142 of 171”,Name: “Table 1 of 1 on page 142 of 171”,Name: “Table 1 of 1 on page 142 of 171”,Name: “Table 1 of 1 on page 142 of 171”,Name: “Table 1 of 1 on page 142 of 171”,Name: “Table 1 of 1 on page 142 of 171”,Name: “Table 1 of 1 on page 142 of 171”
Table: 142,Table: 142,Table: 142,Table: 142,Table: 142,Table: 142,Table: 142
,,,,,,
,,,,,,
,Tourism Investment Fund,Tourism Investment Fund,Tourism Investment Fund,,,
PURPOSE,,,,,,
"The Tourism Investment Fund was created to make investments in venues, sponsor special events, and","The Tourism Investment Fund was created to make investments in venues, sponsor special events, and","The Tourism Investment Fund was created to make investments in venues, sponsor special events, and","The Tourism Investment Fund was created to make investments in venues, sponsor special events, and","The Tourism Investment Fund was created to make investments in venues, sponsor special events, and","The Tourism Investment Fund was created to make investments in venues, sponsor special events, and","The Tourism Investment Fund was created to make investments in venues, sponsor special events, and"
"develop beautification projects, regional marketing initiatives and other programs and projects that would","develop beautification projects, regional marketing initiatives and other programs and projects that would","develop beautification projects, regional marketing initiatives and other programs and projects that would","develop beautification projects, regional marketing initiatives and other programs and projects that would","develop beautification projects, regional marketing initiatives and other programs and projects that would","develop beautification projects, regional marketing initiatives and other programs and projects that would","develop beautification projects, regional marketing initiatives and other programs and projects that would"
strive to attract visitors to James City County.,,,,,,
BUDGET SUMMARY,,,,,,
,,FY 13,,FY 14,,FY 14
,,Adopted,,Plan,,Adopted
Revenues:,,,,,,
Additional $2 Per Night Room Tax,$,"650,000",$,"650,000",$,"750,000"
General Fund - from Room Tax Revenues,,"1,170,000",,"1,170,000",,"1,299,000"
Total Revenues,$,"1,820,000",$,"1,820,000",$,"2,049,000"
Expenditures:,,,,,,
Williamsburg Area Destination & Marketing,,,,,,
Committee - $2 tax,$,"650,000",$,"650,000",$,"750,000"
Williamsburg Area Chamber & Tourism,,,,,,
Alliance,,"650,000",,"650,000",,"650,000"
Tourism Activities,,"178,000",,"198,000",,"110,000"
Historic Triangle Regional Collaborative,,"6,500",,"6,500",,"6,500"
Jamestown-Yorktown Foundation,,"115,000",,"115,000",,"91,000"
Preservation Virginia,,"40,500",,"40,500",,"86,500"
Virginia Arts Festival,,"10,000",,"10,000",,"15,000"
Christmas in Williamsburg Promotion,,"100,000",,"100,000",,"100,000"
LPGA Annual Promotion,,"70,000",,"50,000",,"50,000"
Historic Markers,,-,,-,,"5,000"
Welcome to JCC Signage,,-,,-,,"25,000"
Sports Tourism,,-,,-,,"50,000"
Facility Feasibility Study,,-,,-,,"50,000"
Tourism Corridor Enhancements,,-,,-,,"40,000"
Transportation Contractual Services,,-,,-,,"20,000"
Total Expenditures,$,"1,820,000",$,"1,820,000",$,"2,049,000"
,Page F-9,Page F-9,,,,
