Name: “Table 1 of 1 on page 4 of 171”,Name: “Table 1 of 1 on page 4 of 171”,Name: “Table 1 of 1 on page 4 of 171”
Table: 4,Table: 4,Table: 4
,,
JAMES,CITY,COUNTY
Table of Contents,Table of Contents,
Court Services,,
Courthouse,,C-10
Clerk of the Circuit Court,,C-11
Commonwealth’s Attorney,,C-12
Sheriff,,C-13
Courts/Judicial,,C-14
Public Safety,,
Police Department,,C-15
Animal Control,,C-17
Fire/EMS,,C-18
Emergency Management,,C-20
Emergency Communications,,C-21
Financial Administration,,
Treasurer,,C-22
Commissioner of the Revenue,,C-23
Financial and Management Services,,C-24
Accounting,,C-25
Purchasing,,C-26
Real Estate Assessments,,C-27
Information Technology Services,,C-28
Development Management,,
Development Management,,C-29
Planning,,C-30
Zoning Enforcement,,C-31
Engineering and Resource Protection,,C-32
Building Safety and Permits,,C-33
General Services,,
General and Capital Services,,C-34
Facilities Management,,C-35
Grounds Maintenance,,C-36
Fleet and Equipment,,C-37
Stormwater,,C-38
Solid Waste Management,,C-39
Citizen and Community Services,,
Satellite Services,,C-40
Cooperative Extension Service,,C-41
Parks and Recreation,,C-42
,- 2 -,
