Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”,Name: “Table 1 of 1 on page 74 of 171”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,
,,,,,,,
Police Department,Police Department,,,,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,
1.,Ensure a safe community for all citizens and visitors by providing a full range of police service,Ensure a safe community for all citizens and visitors by providing a full range of police service,Ensure a safe community for all citizens and visitors by providing a full range of police service,Ensure a safe community for all citizens and visitors by providing a full range of police service,Ensure a safe community for all citizens and visitors by providing a full range of police service,Ensure a safe community for all citizens and visitors by providing a full range of police service,Ensure a safe community for all citizens and visitors by providing a full range of police service
,"provided by Uniform Division, Investigations Division, Community Services and Administrative","provided by Uniform Division, Investigations Division, Community Services and Administrative","provided by Uniform Division, Investigations Division, Community Services and Administrative","provided by Uniform Division, Investigations Division, Community Services and Administrative","provided by Uniform Division, Investigations Division, Community Services and Administrative","provided by Uniform Division, Investigations Division, Community Services and Administrative","provided by Uniform Division, Investigations Division, Community Services and Administrative"
,"Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team","Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team","Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team","Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team","Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team","Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team","Services Division, Traffic Unit, Forensic/Property and Evidence Unit, and SWAT Team"
2.,"Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping","Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping","Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping","Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping","Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping","Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping","Patrol and respond to a projected 26,000 calls for service by providing coverage with 3 overlapping"
,9.5 hour shifts within 5 zones 24-hours a day and 7-days a week,9.5 hour shifts within 5 zones 24-hours a day and 7-days a week,9.5 hour shifts within 5 zones 24-hours a day and 7-days a week,9.5 hour shifts within 5 zones 24-hours a day and 7-days a week,9.5 hour shifts within 5 zones 24-hours a day and 7-days a week,,
3.,"Respond to and investigate a projected 1,800 traffic crashes","Respond to and investigate a projected 1,800 traffic crashes","Respond to and investigate a projected 1,800 traffic crashes","Respond to and investigate a projected 1,800 traffic crashes","Respond to and investigate a projected 1,800 traffic crashes",,
4.,Participate in regional narcotic and federal violent crime/gang task forces,Participate in regional narcotic and federal violent crime/gang task forces,Participate in regional narcotic and federal violent crime/gang task forces,Participate in regional narcotic and federal violent crime/gang task forces,Participate in regional narcotic and federal violent crime/gang task forces,Participate in regional narcotic and federal violent crime/gang task forces,
5.,"Deploy specialized teams for crimes against persons and property, child victim cases, narcotics","Deploy specialized teams for crimes against persons and property, child victim cases, narcotics","Deploy specialized teams for crimes against persons and property, child victim cases, narcotics","Deploy specialized teams for crimes against persons and property, child victim cases, narcotics","Deploy specialized teams for crimes against persons and property, child victim cases, narcotics","Deploy specialized teams for crimes against persons and property, child victim cases, narcotics","Deploy specialized teams for crimes against persons and property, child victim cases, narcotics"
,"offenses, economic and computer crimes, and sex offenses","offenses, economic and computer crimes, and sex offenses","offenses, economic and computer crimes, and sex offenses","offenses, economic and computer crimes, and sex offenses","offenses, economic and computer crimes, and sex offenses",,
6.,Employ community policing efforts to work in partnership with the community to solve problems,Employ community policing efforts to work in partnership with the community to solve problems,Employ community policing efforts to work in partnership with the community to solve problems,Employ community policing efforts to work in partnership with the community to solve problems,Employ community policing efforts to work in partnership with the community to solve problems,Employ community policing efforts to work in partnership with the community to solve problems,Employ community policing efforts to work in partnership with the community to solve problems
7.,"Obtain at least $200,000 in grant funding","Obtain at least $200,000 in grant funding","Obtain at least $200,000 in grant funding",,,,
8.,Provide school resource officers in high schools and middle schools,Provide school resource officers in high schools and middle schools,Provide school resource officers in high schools and middle schools,Provide school resource officers in high schools and middle schools,Provide school resource officers in high schools and middle schools,,
9.,Utilize bike and marine patrols to supplement services provided to citizens and visitors,Utilize bike and marine patrols to supplement services provided to citizens and visitors,Utilize bike and marine patrols to supplement services provided to citizens and visitors,Utilize bike and marine patrols to supplement services provided to citizens and visitors,Utilize bike and marine patrols to supplement services provided to citizens and visitors,Utilize bike and marine patrols to supplement services provided to citizens and visitors,Utilize bike and marine patrols to supplement services provided to citizens and visitors
10.,Develop new SAFE boat operational procedures to provide for routine joint fire and police training,Develop new SAFE boat operational procedures to provide for routine joint fire and police training,Develop new SAFE boat operational procedures to provide for routine joint fire and police training,Develop new SAFE boat operational procedures to provide for routine joint fire and police training,Develop new SAFE boat operational procedures to provide for routine joint fire and police training,Develop new SAFE boat operational procedures to provide for routine joint fire and police training,Develop new SAFE boat operational procedures to provide for routine joint fire and police training
,and response,,,,,,
11.,Provide all State-mandated in-service training at County facilities as a satellite academy for the,Provide all State-mandated in-service training at County facilities as a satellite academy for the,Provide all State-mandated in-service training at County facilities as a satellite academy for the,Provide all State-mandated in-service training at County facilities as a satellite academy for the,Provide all State-mandated in-service training at County facilities as a satellite academy for the,Provide all State-mandated in-service training at County facilities as a satellite academy for the,Provide all State-mandated in-service training at County facilities as a satellite academy for the
,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job,Hampton Roads Criminal Justice Training Academy and provide an average of 36 hours of job
