Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”,Name: “Table 1 of 1 on page 31 of 74”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,
,,,,POQUOSON CITY SCH OOLS,POQUOSON CITY SCH OOLS,POQUOSON CITY SCH OOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OFFICE OF THE PRINCIPAL,1.0.22.1.61410 ...,1.0.22.1.61410 ...,1.0.22.1.61410 ...,,,,,PAGE19
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"68,489",$,"67,270",$,"72,625",$,"5,355",8.0%
1127,AS SISTANT PRINCIPAL,AS SISTANT PRINCIPAL,$,"62,175",$,"33,504",$,"51,000",$,"17,496",52.2%
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"15,116",$,"15,725",$,"16,664",$,939,6.0%
1150,CLERICAL SALARY,CLERICAL SALARY,$,"25,146",$,"26,155",$,"27,198",$,"1,043",4.0%
2100,FICA BENEFITS,,$,"13,685",$,"10,913",$,"12,813",$,"1,900",17.4%
2210,VRS BENEFITS,,$,"15,915",$,"17,758",$,"20,383",$,"2,625",14.8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"9,295",$,"11,071",$,"11,071",$,,0.0%
2400,GLI BENEFITS,,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"209,822",$,"182,396",$,"211,754",$,"29,358",16.1%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,Lead Teacher Specialist changed to Assistant Principal with 11 month contract,Lead Teacher Specialist changed to Assistant Principal with 11 month contract,Lead Teacher Specialist changed to Assistant Principal with 11 month contract,Lead Teacher Specialist changed to Assistant Principal with 11 month contract,Lead Teacher Specialist changed to Assistant Principal with 11 month contract,Lead Teacher Specialist changed to Assistant Principal with 11 month contract,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
