Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”,Name: “Table 1 of 1 on page 34 of 74”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OTHER,1.0.22.5.61100 ...,,,,,,,,PAGE 22
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"19,642",$,"20,500",$,"21,755",$,"1,255",6.1%
2100,FICA BENEFITS,,,$,"1,503",$,"1,568",$,"1,664",$,96,6.1%
2210,VRS BENEFITS,,,$,,$,-,$,,$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,,$,-,$,,$,,0.0%
2400,GLI BENEFITS,,,$,,$,-,$,,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"1,738",$,"1,424",$,"1,424",$,,0.0%
,TOTAL,TOTAL,TOTAL,$,"22,883",$,"23,492",$,"24,843",$,"1,351",5.8%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
