Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”,Name: “Table 1 of 1 on page 73 of 74”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,,
STATE TECHNOLOGY GRANT 1.0.90.9.68305,STATE TECHNOLOGY GRANT 1.0.90.9.68305,,,,,,,,,,PAGE 61
CODE,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,,(-DECREASE),%
3000,PURCH SERVIINTERNET ACCESS,$,-,$,"9,898",$,"J2 SC}8' ,otj ,QQQ","J2 SC}8' ,otj ,QQQ",$,"(3,898)",-39.4%
3002,CARRY-OVER INTERNET ACCESS,$,"9,985",$,-,$,I,-,$,-,0.0%
6000,TECH SUPPLIES/OTHER USE FUNDS,$,-,$,10,$,-o-,10,$,-,0.0%
6002,CARRY-OVER OTHER USE FUNDS,$,-,$,-,:,,-,$,-,0.0%
6040,TECH SOFTWARE/INSTRUCT/REMED,$,"4,844",$,"8,819",,~'},~$,~$,-,0.0%
6042,TECH.SOFTWARE-CARRY-OVER,$,"4,144",$,-,$,,-,$,-,0.0%
6050,PROFESSIONAL DEVELOPMENT,$,-,$,"7,700",$,,"7,700 ..-'$","7,700 ..-'$",-,0.0%
6052,PROF. DEVELOP. CARRYOVER,$,"7,700",$,-,$,,-,$,-,0.0%
6053,REQUIRED LOCAL MATCH,$,-,$,"9,898",$,"23,100 -""$","23,100 -""$","23,100 -""$","13,202",133.4%
6054,LOCAL MATCH CARRYOVER,$,"5,528",$,-,$,1'2.~1315,-,$,-,0.0%
8300,HARDWARE,$,-,$,"23,100",$,~,~,$,"112,173",485.6%
8302,HARDWARE-CARRY-OVER,$,"129,350",$,-,$,,-,$,-,0.0%
8400,LAN CAPABILITY,$,612,$,"125,375",$,"b~
    ",3;898-,$,"(121 ,477)",-96.9%
8402,LAN CAPABILITY -CARRY-OVER,$,"8,920",$,-,$,,-,$,-,0.0%
,TOTAL,$,"171,084",$,"184,800",$,"184,800","184,800",$,-,0.0%
,TOTAL FEDERAL GRANTS,$,"609,617",$,"672,821",$,"716,625","716,625",$,"43,804",
,REMEDIAL SUMMER SCHOOL,$,"27,864",$,"29,813",$,"25,411","25,411",$,"(4,402)",
,TOTALS,$,"637,481",$,"702,634",$,"742,037","742,037",$,"39,403",
,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,,
