Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”,Name: “Table 1 of 1 on page 44 of 74”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
HIGH SCHOOL,HIGH SCHOOL,·,INSTRUCTION,1.0.32.1 .611 00 .. .,,,,,,,,PAGE 32
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"1,917,220",$,"1,915,000",$,"2,125,690",$,"210,690",11.0%
1520,SUBSTITUTE TEACHERS,SUBSTITUTE TEACHERS,SUBSTITUTE TEACHERS,$,"35,708",$,"42,500",$,"48,500",$,"6,000",14.1%
1620,SUPPLEMENTAL SALARIES,SUPPLEMENTAL SALARIES,SUPPLEMENTAL SALARIES,$,"142,640",$,"133,050",$,"173,515",$,"40,465",30.4%
1622,PSAT/SAT STIPEND,PSAT/SAT STIPEND,PSAT/SAT STIPEND,$,.,$,.,$,"11,000",,,
