Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”,Name: “Table 1 of 1 on page 45 of 74”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
HIGH SCHOOL,•,GUIDANCE,1.0.32.1 .6121 0 .. .,,,,,,,,PAGE33
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"149,531",$,"155,100",$,"150,000",$,"(5,100)",-3.3%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"38,436",$,"40,664",$,"36,500",$,"(4,164)",-10.2%
2100,FICA BENEFITS,FICA BENEFITS,$,"14,018",$,"14,976",$,"14,267",$,(709),-4.7%
2210,VRS BENEFITS,VRS BENEFITS,$,"17,753",$,"19,750",$,"22,697",$,"2,947",14.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"8,728",$,"15,147",$,"15,147",$,.,0.0%
2400,GLI BENEFITS,GLI BENEFITS,$,.,$,.,$,,$,.,0.0%
3000,AP EXAM GRANT,AP EXAM GRANT,$,"2,825",$,.,$,,$,.,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"13,790",$,"9,525",$,"9,525",$,.,0.0%
,,TOTAL,$,"245,081",$,"255,162",$,"248,136",$,"(7,026)",-2.8%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
