Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”,Name: “Table 1 of 1 on page 51 of 74”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
HIGH SCHOOL,-,GIFTED & TALENTED,1.0.32.4.611 00 .....,,,,,,,,PAGE 39
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"45,376",$,"47,600",$,"50,500",$,"2,900",6.1%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,478",$,"3,641",$,"3,863",$,222,6.1%
2210,VRS BENEFITS,VRS BENEFITS,$,"4 ,329",$,"4,784",$,"6,146",$,"1,362",28.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"1,118",$,"1,898",$,"1,898",$,-,0.0%
2400,GLI BENEFITS,GLI BENEFITS,$,-,$,-,$,-,$,-,0.0%
3800,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,"1,538",$,400,$,400,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,828,$,800,$,800,$,-,0.0%
,,TOTAL,$,"56,667",$,"59,123",$,"63,607",$,"4,484",7.6%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
