Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”,Name: “Table 1 of 1 on page 32 of 74”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,1.0.22.2.61100 ...,1.0.22.2.61100 ...,1.0.22.2.61100 ...,,,PAGE 20
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"156,582",$,"163,000",$,"171,655",$,"8,655",5.3%
1140,AIDES SALARI ES,,$,"63,789",$,"73,350",$,"76,485",$,"3,1 35",4.3%
2100,FICA BENEFITS,,$,"17,185",$,"18,081",$,"18,983",$,902,5.0%
2210,VRS BENEFITS,,$,"21,088",$,"22,381",$,"30,199",$,"7,818",34.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"10,894",$,"12,987",$,"21,875",$,"8,888",68.4%
2400,GLI BENEFITS,,$,,$,-,$,-,$,,0.0%
3000,PURCHASE/RELATED SERVICE,PURCHASE/RELATED SERVICE,$,"20,200",$,-,$,-,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"3,500",$,"3,000",$,"3,000",$,,0.0%
,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,,,$,-,$,-,$,,0.0%
7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,$,"14,641",$,"21,630",$,"21,630",$,,0.0%
9000 PARENT RESOURCE CENTER,9000 PARENT RESOURCE CENTER,9000 PARENT RESOURCE CENTER,$,"4,736",$,"4,780",$,"4,971",$,191,4.0%
,TOTAL,TOTAL,$,"312,617",$,"319,209",$,"348,798",$,"29,589",9.3%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
