Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”,Name: “Table 1 of 1 on page 65 of 74”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
,INSTRUCTIONAL SUPPORT ·TECHNOLOGY,INSTRUCTIONAL SUPPORT ·TECHNOLOGY,1.0.90.9.68200 ...,1.0.90.9.68200 ...,,,,,,PAGE 53
CODE,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,{·DECREASE),%
1110,ADMINISTRATIVE SALARIES,$,"21 ,213",$,"22,062",$,"22,944",$,882,4.0%
1140,TECHNICAL SUPPORT,$,"77,799",$,"80,915",$,"84,152",$,"3,237",4.0%
2100,FICA BENEFITS,$,"7,571",$,"7,878",$,"8,193",$,315,4.0%
2210,VRS BENEFITS,$,"9,347",$,"10,817",$,"13,034",$,"2,217",20.5%
2300,HEALTH BENEFITS,$,"3,414",$,"6,544",$,"6,500",$,{44),-0.7%
2400,GROUP LIFE INSURANCE,$,.,$,.,$,.,$,.,0.0%
3000,PURCHASE SERVICES,$,"10,638",$,"16,000",$,"16,000",$,.,0.0%
3002,RDA SUPPORT SERVICES,$,250,$,"12,000",$,"12,000",$,.,0.0%
5001,TELECOMMUNICATIONS,$,886,$,250,$,250,$,.,0.0%
6000,TECHNOLOGY SUPPLIES· SBO,$,.,$,"1,000",$,"1,000",$,.,0.0%
6020,COMPUTER TEXTBOOKS· SBO,$,"7,996",$,200,$,200,$,.,0.0%
6040,TECHNOLOGY SOFTWARE· SBO,$,.,$,"2,000",$,"2,000",$,.,0.0%
6041,IEP SOFTWARE-SP.ED.,$,.,$,.,$,,$,.,0.0%
8000,CAPITAL OUTLAY· FURNITURE,$,.,$,.,$,.,$,.,0.0%
8300,HARDWARE,$,"12,122",$,"4,200",$,"4,200",$,.,0.0%
8304,REPLACE/REPAIR,$,"4,041",$,"5,000",$,"5,000",$,.,0.0%
8400,INFRASTRUCTURE,$,513,$,800,$,800,$,.,0.0%
,TOTAL,$,"155,790",$,"169,666",$,"176,273",$,"6,607",3.9%
,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,,,,,,,,,
,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
