Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”,Name: “Table 1 of 1 on page 66 of 74”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
,ADMINISTRATIVE TECHNOLOGY,1.0.90.9.68300 .. .,1.0.90.9.68300 .. .,,,,,,,,PAGE 54
CODE,BUDGET FUNCTION,,,200212003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1110,ADMINISTRATIVE SALARIES,,$,"31,391",$,"72,600",$,"75,504",$,"2,904",4.0%
2100,FICA BENEFITS,,$,"1,524",$,"5,554",$,"5,776",$,222,4.0%
2210,VRS BENEFITS,,$,"1,677",$,"6,853",$,"9,189",$,"2,336",34.1%
2300,HEALTH BENEFITS,,$,323,$,589,$,589,$,.,0.0%
2400,GROUP LIFE INSURANCE,,$,.,$,.,$,,$,.,0.0%
8300,HARDWARE,,$,"28,175",$,.,$,,,,
,,TOTAL,$,"63,089",$,"85,596",$,"91,058",$,"5,462",6.4%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,,,,,,,,,,
,Health Insurance Increase,,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
