Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”,Name: “Table 1 of 1 on page 28 of 74”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,GUIDANCE,1.0.22.1.61210 ...,,,,,,,,PAGE 16
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"37,915",$,"40,900",$,"43,367",$,"2,467",6.0%
2100,FICA BENEFITS,,,$,"2,671",$,"3,129",$,"3,318",$,189,6.0%
2210,VRS BENEFITS,,,$,"3,721",$,"4,113",$,"5,278",$,"1,165",28.3%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"4,092",$,"5,219",$,"5,219",$,,0.0%
2400,GLI BENEFITS,,,$,,$,-,$,-,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"3,474",$,"1,260",$,"1,260",$,,0.0%
,TOTAL,TOTAL,TOTAL,$,"51,873",$,"54,621",$,"58,441",$,"3,820",7.0%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
