Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”,Name: “Table 1 of 1 on page 68 of 74”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,,
TITLE 11-A,PRIMARY,1.3.21.1.611 00,,,,,,,,,PAGE,56
CODE,BUDGET FUNCTION,,2002/2003,,,2003/2004,,2004/2005,,+INCREASE,,
,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120 ESL TEACHER,1120 ESL TEACHER,,$,-,$,"10,000",$,-,$,"(10,000)",-100.0%,-100.0%
3000,STAFF DEVELOPMENT,,$,-,$,"3,355",$,-,$,"(3,355)",-100.0%,-100.0%
6000,MATERIALS I SUPPLIES,,$,-,$,"4,000",$,-,$,"(4,000)",-100.0%,-100.0%
,,TOTAL,$,-,$,"17,355",$,-,$,"(17,355)",-100 .0%,-100 .0%
TITLE 11-A,ELEMENTARY,1.3.22.1.611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,2002/2003,,,2003/2004,,2004/2005,,+INCREASE,,
,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,SALARIES,,$,-,$,"20,744",$,"42,744",$,"22,000",106.1%,106.1%
1140,AIDES SALARIES,,$,-,$,-,$,-,$,-,,0.0%
1520,SUBSTITUTE SALARIES,,$,-,$,-,$,"1,076",$,"1,076",100.0%,100.0%
3000,STAFF DEVELOPMENT,,,,$,-,$,-,$,-,,0.0%
,,TOTAL,$,-,$,"20,744.00",$,"43,820",$,"23,076",111.2%,111.2%
TITLE 11-A,MIDDLE,1.3.31.1 .611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,2002/2003,,,2003/2004,,2004/2005,,+INCREASE,,
,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000,STAFF DEVELOPMENT,,$,-,$,-,$,-,$,-,,0.0%
,,TOTAL,$,-,$,-,$,-,$,-,,0.0%
TITLE 11-A,HIGH,1.3.32.1 .611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,2002/2003,,,2003/2004,,2004/2005,,+INCREASE,,
,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120,SALARIES,,$,-,$,"3,000",$,-,$,"(3,000)",-100.0%,-100.0%
3020,REMEDIATIO N,,$,-,$,"3,106",$,-,$,"(3,106)",-100.0%,-100.0%
8200,EQUIPMENT,,$,-,$,-,$,-,$,,,0.0%
,,TOTAL,$,-,$,"6,106",$,-,$,"(6,106)",,0.0%
TITLE II -A,DIVISION WIDE,1.3.90.1.61100,,,,,,,,,,
CODE,BUDGET FUNCTION,,2002/2003,,,2003/2004,,2004/2005,,+INCREASE,,
,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000,STAFF DEVELOPMENT,,$,-,$,"10,500",$,"10,200",$,(300),-2.9%,-2.9%
~INTERNAL SERVI CES,~INTERNAL SERVI CES,'-(-ODD,$,-,$,-,$,"2,300",$,"2,300",100.0%,100.0%
8200,EQU IPMENT,,$,,$,-,$,-,$,-,,0.0%
,,TOTAL,$,-,$,"10,500",$,"12,500",$,"2,000",,0.0%
l-o-'H>-q-b8'J00-,l-o-'H>-q-b8'J00-,,,,,,,,,,,
,TITLE 11-D TECHNOLOGY - NO CHILD LEFT BEHIND,TITLE 11-D TECHNOLOGY - NO CHILD LEFT BEHIND,TITLE 11-D TECHNOLOGY - NO CHILD LEFT BEHIND,,,,,,,,,
3000,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,$,-,$,"3,498",$,"3,998",$,500,14.3%,14.3%
5500 TRAVEL,5500 TRAVEL,,$,-,$,500,$,-,$,(500),100.0%,100.0%
,,TOTAL,$,-,$,"3,998",$,"3,998",$,(0),,0.0%
,GRAND TOTAL FOR TITLE II,,$,-,$,"58,703",$,"60,318",$,"1,615",,2.8%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,,
