Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”,Name: “Table 1 of 1 on page 40 of 74”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
MIDDLE SCHOOL,-,OFFICE OF THE PRINCIPAL,OFFICE OF THE PRINCIPAL,1.0.31 .1.61410 ...,,,,,,,PAGE 28
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"66,790",$,"63,500",$,"66,040",$,"2,540",4.0%
1127,ASST. PRINCIPAL'S SALARY,ASST. PRINCIPAL'S SALARY,$,"59,818",$,"60,000",$,"55,125",$,"(4,875)",-8.1%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"46,101",$,"45,800",$,"47,590",$,"1,790",3.9%
2100,FICA BENEFITS,FICA BENEFITS,$,"13,060",$,"12,951",$,"12,910",$,(41),-0.3%
2210,VRS BENEFITS,VRS BENEFITS,$,"16,093",$,"18,192",$,"20,537",$,"2,345",12.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"7,330",$,"7,447",$,"7,447",$,,0.0%
2400,GLI BENEFITS,GLI BENEFITS,$,-,$,-,$,-,$,,0.0%
8100,REPAIR/REPLACE EQUIPMENT,REPAIR/REPLACE EQUIPMENT,$,"2,870",$,-,$,-,$,,
,,TOTAL,$,"212,063",$,"207,890",$,"209,649",$,"1,759",0.8%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
