Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”,Name: “Table 1 of 1 on page 43 of 74”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
MIDDLE SCHOOL,•,GIFTED & TALENTED,1.0.31 .4.61100 ...,,,,,,,,PAGE 31
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,{·DECREASE),%
1120,INSTRUCTIONAL SALARI ES,,$,"30,000",$,"31,200",$,"32,450",$,"1,250",4.0%
2100,FICA BENEFITS,,$,"2,300",$,"2,387",$,"2,482",$,95,4.0%
2210,VRS BENEFITS,,$,"2,832",$,"4,784",$,"3, 949",$,{835),-17.5%
2300,HEALTH BENEFITS,,$,"1,718",$,"5,774",$,"5,774",$,,0.0%
2400,GLI BENEF ITS,,$,.,$,.,$,.,$,,0.0%
3800,STAFF DEVELOPMENT,,$,"1,538",$,400,$,400,$,,0.0%
6000,MATERIALS I SUPPLI ES,,$,"1,057",$,920,$,920,$,,0.0%
,,TOTAL,$,"39,445",$,"45,465",$,"45,976",$,511,1.1%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,TOTAL MIDDLE,,$,"2,668,970",$,"2,787,903",$,"3,052,255",$,"264,352",9.5%
,SECON DARY HOMEB OUND,,$,"10,263",$,"8,41 8",$,"8,418",$,,0.0%
,,TOTALS,$,"2,679,232",$,"2,796,321",$,"3,060,673",$,"264,352",9.5%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
