Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
MIDDLE SCHOOL,•,GUIDANCE,1.0.31.1.61210 ...,,,,,,,,PAGE 26
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
11 20,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"82,800",$,"86,310",$,"87,500",$,"1,190",1.4%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"33,864",$,"38,815",$,"40,368",$,"1,553",4.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"8,935",$,"9,572",$,"9,782",$,210,2.2%
2210,VRS BENEFITS,VRS BENEFITS,$,"11,013",$,"12,178",$,"15,561",$,"3,383",27.8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"3,440",$,"8,848",$,"8,848",$,.,0.0%
2400,GLI BENEFITS,GLI BENEFITS,$,.,$,.,$,.,$,.,0.0%
6000,MATERIALS/SUPPLI ES,MATERIALS/SUPPLI ES,$,"5,226",$,"3,225",$,"3,225",$,.,0.0%
,,TOTAL,$,"145,278",$,"158,948",$,"165,284",$,"6,336",4.0%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
