Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”,Name: “Table 1 of 1 on page 27 of 74”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,INSTRUCTION,1.0.22.1.611 00 ...,,,,,,,,PAGE15
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,{-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"1,086,871",$,"1,178,227",$,"1,205,720",$,"27,493",2.3%
1140,AIDES SALARIES,,,$,"29,002",$,"30,500",$,"37,261",$,"6,761",22.2%
1520,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,"31,317",$,"35,045",$,"41,045",$,"6,000",17.1%
1620,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,$,-,$,-,$,"3,346",$,"3,346",100.0%
2100,FICA BENEFITS,,,$,"85,050",$,"95,149",$,"99,668",$,"4,519",4.7%
2210,VRS BENEFITS,,,$,"102,022",$,"114,405",$,"158,557",$,"44,152",38.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"59,506",$,"71 ,593",$,"80,481",$,"8,888",12.4%
2400,GLI BENEFITS,,,$,-,$,-,$,-,$,-,0.0%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"8,938",$,"7,110",$,"7,110",$,-,0.0%
3001,TITLE II carryover,,,$,64,$,-,$,-,$,-,0.0%
5500,TRAVEL,,,$,"3,093",$,"2,195",$,"2,195",$,-,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"17,985",$,"14,000",$,"14,000",$,-,0.0%
6001,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,$,-,$,"1,000",$,"1,000",$,-,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"1,665",$,"1,590",$,"1,590",$,-,0.0%
8201,OTHER USE OF FUNDS,OTHER USE OF FUNDS,OTHER USE OF FUNDS,$,"1,195",$,"1,304",$,"1,304",$,-,0.0%
,TOTAL,TOTAL,TOTAL,$,"1,426,708",$,"1 ,552,118",$,"1,653,277",$,"101,159",6.5%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,SOL Resource Stipend,SOL Resource Stipend,SOL Resource Stipend,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
