Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”,Name: “Table 1 of 1 on page 22 of 74”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
PRIMARY SCHOOL,•,MEDIA,1.0.21.1.61320 ...,,,,,,,,,PAGE10
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"46,132",$,"48,000",$,"51,096",$,"3,096",6.5%
1140,AIDES SALARIES,AIDES SALARIES,,$,"14,432",$,"15,300",$,"12,861",$,"(2,439)",-15.9%
2100,FICA BENEFITS,FICA BENEFITS,,$,"4,457",$,"4,842",$,"4,893",$,51,1.0%
2210,VRS BENEFITS,VRS BENEFITS,,$,"5,717",$,"6,318",$,"7,784",$,"1,466",23.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"3,776",$,"6,839",$,"6,839",$,.,0.0%
2400,GLI BENEFITS,,,$,,$,.,$,.,$,.,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"4,870",$,"4,563",$,"4 ,563",$,.,0.0%
,,TOTALS,TOTALS,$,"79,384",$,"85,862",$,"88,035",$,"2,173",2.5%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
