Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”,Name: “Table 1 of 1 on page 47 of 74”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
HIGH SCHOOL,·,MEDIA,1.0.32.1.61320 .....,,,,,,,,,PAGE 35
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
11 20,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"54, 565",$,"56,640",$,"41,570",$,"(1 5,070)",·26.6%
1140,AID ES SALARIES,AID ES SALARIES,,$,"13,520",$,"14,363",$,"11 ,383",$,"(2,980)",-20.7%
2100,FICA BENEFITS,FICA BENEFITS,,$,"5,184",$,"5,432",$,"4,051",$,"(1,381)",·25.4%
22 10,VRS BENEFITS,VRS BENEFITS,,$,"6,427",$,"7,098",$,"6,444",$,(654),·9.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,249,$,"4,799",$,"4,799",$,,0.0%
2400,GLI BENEFITS,GLI BENEFITS,,$,.,$,.,$,.,$,,0.0%
6000,MATERIALS I SUPPLI ES,MATERIALS I SUPPLI ES,MATERIALS I SUPPLI ES,$,"6,904",$,"6,000",$,"6,000",$,,0.0%
8100,REPAIR/REPLACE EQUIPMENT,REPAIR/REPLACE EQUIPMENT,REPAIR/REPLACE EQUIPMENT,$,"4,285",$,.,$,.,$,,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"10,000",$,.,$,.,$,,0.0%
,,TOTAL,TOTAL,$,"101,134",$,"94,332",$,"74,247",$,"(20,085)",-21.3%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6·9·04.xls,BUDGET 2004-2005 FINAL 6·9·04.xls,BUDGET 2004-2005 FINAL 6·9·04.xls,BUDGET 2004-2005 FINAL 6·9·04.xls,,,,,,,,,
