Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”,Name: “Table 1 of 1 on page 53 of 74”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
,ADULT EDUCATION,,,,,1.0.90.7.611 00,1.0.90.7.611 00,,,
,,,,,,,,,,PAGE41
CODE,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120 INSTRUCTIONAL SALARIES,,$,.,$,"9,252",$,"8,252",$,"(1,000)",·10.8%
2100 FICA BENEFITS,,$,.,$,708,$,708,$,.,0.0%
6000,MATERIALS I SUPPLIES,$,.,$,.,$,"1,000",$,"1,000",100.0%
,TOTAL,$,.,$,"9,960",$,"9,960",$,.,0.0%
,Level Funding,,,,,,,,,
,TOTAL HIGH SCHOOL,$,"4,423,029",$,"4,531,399",$,"4,962,878",$,"431,479",9.5%
,SECONDARY PROGRAMS,$,"46,224",$,"36,745",$,"127,549",$,"90,804",247.1%
,ADULT EDUCATION,$,.,$,"9,960",$,"9,960",$,.,0.0%
,TOTALS,$,"4,423,029",$,"4,541,359",$,.,$,"431,479",9.5%
,,,,,,,',,,
,,,,,,,5) 6Dj38fo ·()(),5) 6Dj38fo ·()(),,
BUDGET 2004-2005 FINAL 6·9· 04.xls,BUDGET 2004-2005 FINAL 6·9· 04.xls,,,,,,,,,
