Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”,Name: “Table 1 of 1 on page 50 of 74”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
HIGH SCHOOL,-,VOCATIONAL INSTRUCTION,,1.0.32.3.611 00 .....,,,,,,,PAGE 38
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"285,713",$,"286,250",$,"304,390",$,"18,140",6.3%
2100,FICA BENEFITS,FICA BENEFITS,$,"21,446",$,"21,898",$,"23,286",$,"1,388",6.3%
2210,VRS BENEFITS,VRS BENEFITS,$,"26,900",$,"29,679",$,"37,044",$,"7,365",24.8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"13,467",$,"19,789",$,"24,063",$,"4,274",21.6%
2400,GLI BENEFITS,GLI BENEFITS,$,-,$,-,$,-,$,-,0.0%
5500,TRAVEL,,$,715,$,"1,700",$,"1,700",$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"16,114",$,"14,000",$,"14,000",$,-,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"19,221",$,"20,000",$,"13,000",$,"(7,000)",-35.0%
8201,C & T OTHER INSTRUCTIONAL COST,C & T OTHER INSTRUCTIONAL COST,$,-,$,-,$,"7,000",$,"7,000",100.0%
,,TOTAL,$,"383,576",$,"393,316",$,"424,484",$,"31,168",7.9%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
