Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”,Name: “Table 1 of 1 on page 35 of 74”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
,ELEMENTARY PROGRAMS,1.0.23.1.611 00,,,,,,,,PAGE 23
CODE,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE},%
1120,INSTRUCTIONAL SALARIES,$,.,$,.,$,.,$,.,#DIV/0!
1620,INSTRUCTIONAL STIPENDS,$,.,$,.,$,"1,000",$,"1,000",100.0%
2100,FICA BENEFITS,$,.,$,.,$,275,$,275,100.0%
5500,TRAVEL,$,.,$,.,$,500,$,500,100.0%
6000,MATERIALS,$,.,$,"2,000",$,"2,000",$,.,0.0%
6020,NEW TEXTBOOK ADOPTION,$,"66,143",$,"49,740",$,"58,000",$,"8,260",16.6%
6025,REPLACEMENT I COMSUMABLES,$,.,$,.,$,"25,000",$,"25,000",100.0%
,TOTAL,$,"66,143",$,"51,740",$,"86,775",$,"35,035",67.7%
,TOTAL ELEMENTARY,$,"2,173,241",$,"2,282,935",,,$,"174,916",7.7%
,ELEMENTARY PROGRAMS,$,"66, 143",$,"51,740",,,$,"35,035",67.7%
,TOTALS,$,"2,239,384",$,"2,334,675",,,$,"209,951",9.0%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
