Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”,Name: “Table 1 of 1 on page 70 of 74”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
CHAPTER VI-B,-,SPECIAL EDUCATION,1.3.20.2.61100 .....,,,,,,,,PAGE 58
CODE,BUDGET FUNCTION,,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120 INSTRUCTIONAL SALARI ES,1120 INSTRUCTIONAL SALARI ES,,$,"106,181",$,"141,226",$,"223,505",$,"82,279",58.3%
11 21 SALARI ES - CARRYOVER,11 21 SALARI ES - CARRYOVER,,$,"9,979",$,-,$,-,$,-,0.0%
2100 FICA BENEFITS,2100 FICA BENEFITS,,$,"9,1 21",$,"10,804",$,-,$,"(10,804)",-100.0%
2210 VRS BENEFITS,2210 VRS BENEFITS,,$,"7,196",$,"14,688",$,-,$,"(14,688)",-100.0%
2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,,$,"7,455",$,"10,954",$,-,$,"(10,954)",-100.0%
2400 GLI BENEFITS,2400 GLI BENEFITS,,$,-,$,-,$,-,$,-,0.0%
3000 PURCHASE SERVICES,3000 PURCHASE SERVICES,,$,"111 ,137",$,"49,000",$,"25,000",$,"(24,000)",-49.0%
3001,PURCHASE SERV- CARRYOVER,PURCHASE SERV- CARRYOVER,$,,$,-,$,-,$,-,0.0%
3020 SLIVER GRANT,3020 SLIVER GRANT,,$,"13,221",$,-,$,-,$,-,0.0%
3021,SLIVER GRANT - CARRYOVER,,$,-,$,-,$,-,$,-,0.0%
5000 SLIVER GRANT - OTHER CHARGES,5000 SLIVER GRANT - OTHER CHARGES,5000 SLIVER GRANT - OTHER CHARGES,$,677,$,-,$,-,$,-,0.0%
5001,SLIVER GRANT- OTHER- C/0,,$,-,$,-,$,-,$,-,0.0%
5800 VI-B MISCELLANEOU S,5800 VI-B MISCELLANEOU S,,$,-,$,146,$,-,$,(146),-100.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,"2,054",$,-,$,"1,495",$,"1,495",0.0%
6001 MATERIALS- CARRYOVER,6001 MATERIALS- CARRYOVER,,$,-,$,-,$,-,$,-,0.0%
6005 SLIVER GRANT SUPPLIES,6005 SLIVER GRANT SUPPLIES,,$,"2,000",$,-,$,-,$,-,0.0%
6006 SLIVER GRANT SUPPLIES - C/0,6006 SLIVER GRANT SUPPLIES - C/0,6006 SLIVER GRANT SUPPLIES - C/0,$,-,$,-,$,-,$,-,0.0%
8000 CAPITAL OUTLAY,8000 CAPITAL OUTLAY,,$,-,$,-,$,-,$,-,0.0%
8001,CAPITAL OUTLAY-CARRYOVER,CAPITAL OUTLAY-CARRYOVER,$,,$,-,$,-,$,-,0.0%
8200 ASSISTIVE T ECHNOLOGY,8200 ASSISTIVE T ECHNOLOGY,,$,-,$,-,$,-,$,-,0.0%
9000 SLIVER- PARENTAL INVOLVEMNT,9000 SLIVER- PARENTAL INVOLVEMNT,9000 SLIVER- PARENTAL INVOLVEMNT,$,450,$,-,$,-,$,-,0.0%
9001,SLIVER- PARENTAL INV. - C/0,,$,-,$,-,$,-,$,-,0.0%
9002 VI-B PARENTAL INVOLVMENT,9002 VI-B PARENTAL INVOLVMENT,,$,273,$,-,$,-,$,-,0.0%
,,TOTAL,$,"269,743",$,"226,818",$,"250,000",$,"23,182",10.2%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
