Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”,Name: “Table 1 of 1 on page 21 of 74”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
PRIMARY SCHOOL,•,GUIDANCE,1.0.21.1.61210 ...,,,,,,,,PAGE9
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"45,180",$,"46,900",$,"49,748",$,"2,848",6.1%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,379",$,"3,588",$,"3,806",$,218,6.1%
2210,VRS BENEFITS,VRS BENEFITS,$,"4,265",$,"4,710",$,"6,054",$,"1,344",28.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,830,$,825,$,825,$,,0.0%
2400,GLI BENEFITS,,$,,$,.,$,.,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"2,269",$,"1,840",$,"1,840",$,,0.0%
,,TOTAL,$,"55,923",$,"57,863",$,"62,273",$,"4,410",7.6%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
