Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”,Name: “Table 1 of 1 on page 59 of 74”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,•,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,,1.0.90.0.62240 .....,,,,,PAGE47
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1130,SPEECH THERAPIST,SPEECH THERAPIST,,$,"44,526",$,"46,310",$,"44,058",$,"(2,252)",-4.9%
2100,FICA BENEFITS,,,$,"3,124",$,"3,543",$,"3,370",$,(173),-4.9%
2210,VRS BENEFITS,,,$,"4,203",$,"4,633",$,"5,362",$,729,15.7%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"3,336",$,"5,759",$,"5,759",$,,0.0%
2400,GLI BENEFITS,,,$,.,$,.,$,.,$,,0.0%
,,,TOTAL,$,"55,189",$,"60,245",$,"58,549",$,"(1,696)",-2.8%
,·savings due to retirement,·savings due to retirement,·savings due to retirement,,,,,,,,,
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,TOTAL ADMINISTRATION,TOTAL ADMINISTRATION,,$,"910,886",$,"977,273",$,"1,112,599",$,"120,326",12.3%
,ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,,$,"250,522",$,"271,074",$,"275,615",$,"4,541",1.7%
,,,TOTAL,$,"1,161,408",$,"1,248,347",$,"1,388,214",$,"124,867",10.0%
BUDGET 2004-2005 FINAL 6·9-04.xls,BUDGET 2004-2005 FINAL 6·9-04.xls,BUDGET 2004-2005 FINAL 6·9-04.xls,BUDGET 2004-2005 FINAL 6·9-04.xls,,,,,,,,,
