Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”,Name: “Table 1 of 1 on page 33 of 74”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,•,GIFTED & TALENTED,1.0.22.4.611 00 ...,,,,,,,PAGE 21
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"37,616",$,"32,300",$,"34,340",$,"2,040",6.3%
2100,FICA BENEFITS,,$,"2,881",$,"2,471",$,"2,627",$,156,6.3%
2210,VRS BENEFITS,,$,"3,579",$,"3,947",$,"4,179",$,232,5.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"1,118",$,"3,764",$,"3,764",$,.,0.0%
2400,GLI BENEFITS,,$,.,$,.,$,.,$,.,0.0%
3800,STA FF DEVELOPMENT,STA FF DEVELOPMENT,$,"1,513",$,400,$,400,$,.,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"1,200",$,900,$,900,$,.,0.0%
,TOTAL,TOTAL,$,"47,907",$,"43,782",$,"46,210",$,"2,428",5.5%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
