Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”,Name: “Table 1 of 1 on page 72 of 74”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,1.6.90.6.611 00 .....,1.6.90.6.611 00 .....,,,,,,,,PAGE 60
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"21,766",$,"22,506",$,"22,463",$,(43),-0.2%
,Transportation,,$,"3,300",$,"3,435",$,-,$,"(3,435)",-100.0%
"1120 K, 1, 2, SUMMER SCHOOL CLASSES","1120 K, 1, 2, SUMMER SCHOOL CLASSES","1120 K, 1, 2, SUMMER SCHOOL CLASSES",$,"1,665",$,-,$,-,$,-,100.0%
2100,FICA BENEFITS,,$,"1,133",$,"1,722",$,"1,718",$,(4),-0.2%
6000,MATERIALS I SUPPLIES,,$,-,$,"2,150",$,"1,230",$,(920),-42.8%
,,TOTAL,$,"27,864",$,"29,813",$,"25,411",$,"(4,402)",-14.8%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
