Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”,Name: “Table 1 of 1 on page 60 of 74”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
TRANSPORTATION,TRANSPORTATION,1.0.90.0.631 00 .....,,,,,,,,,PAGE48
CODE,BUDGET FUNCTION,,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1110,SUPERVISOR SALARY,,$,"5,200",$,"5,500",$,"5,725",$,225,4.1%
1140,BUS AIDES,,$,198,$,"22,012",$,"30,521",$,"8,509",38.7%
1170,BUS DRIVERS SALARIES,,$,"323,261",$,"300,000",$,"325,000",$,"25,000",8.3%
2100,FICA BENEFITS,,$,"27,195",$,"25,055",$,"27,635",$,"2,580",10.3%
2210,VRS BENEFITS· 12.75%,,$,"31,261",$,"41,277",$,"46,059",$,"4,782",11 .6%
2300,HEALTH BENEFITS,,$,"36,396",$,"48,816",$,"57,704",$,"8,888",18.2%
2400,GLI BENEFITS,,$,.,$,.,$,.,$,,0.0%
3000,OTHER BENEFITS,,$,901,$,400,$,400,$,,0.0%
3800,SERV. OTHER GOV. ENTITI ES,,$,"202,089",$,"201,600",$,"201,600",$,,0.0%
5300,TRANSP. INSURANCE,,$,"29,089",$,"33,839",$,"33,839",$,,0.0%
8000,NEW SCHOOL BUSES,,$,"185,258",$,.,,,$,,0.0%
,,TOTAL,$,"840,847",$,"678,499",$,"728,483",$,"49,984",7.4%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004·2005 FINAL 6-9-04.xls,BUDGET 2004·2005 FINAL 6-9-04.xls,BUDGET 2004·2005 FINAL 6-9-04.xls,,,,,,,,,
