Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”,Name: “Table 1 of 1 on page 39 of 74”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
MIDDLE SCHOOL,-,MEDIA,1.0.31.1 .61320 ...,,,,,,,,,PAGE 27
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"48,857",$,"50,705",$,"53,825",$,"3,120",6.2%
1140,AIDES SALARY,AIDES SALARY,,$,"13,494",$,"14,175",$,"15,306",$,1'131,8.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"4,752",$,"4,963",$,"5,289",$,326,6.6%
2210,VRS BENEFITS,VRS BENEFITS,,$,"5,898",$,"8,230",$,"8,413",$,183,2.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"2,237",$,"7,672",$,"7,672",$,-,0.0%
2400,GLI BENEFITS,GLI BENEFITS,,$,-,$,-,$,-,$,-,0.0%
6000,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,$,"5,652",$,"5,405",$,"5,405",$,-,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"4,290",$,-,$,-,$,-,0.0%
,,TOTAL,TOTAL,$,"85,180",$,"91,150",$,"95,910",$,"4,760",5.2%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
