Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”,Name: “Table 1 of 1 on page 62 of 74”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,,
SCHOOL FOOD SERVICE,SCHOOL FOOD SERVICE,1.0.90.0.651 00 .....,,,,,,,,,,PAGE 50
CODE,BUDGET FUNCTION,,,2002/2003,,2003/2004,,2004/2005,,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,',,(-DECREASE),%
1110,SUPERVISOR SALARY,,$,"23,040",$,"25,344",$,"55,000","55,000",$,"29,656",117.0%
1180,FOOD SERVICE SALARIES,,$,"126,398",$,"133,260",$,"200,355","200,355",$,"67,095",50.3%
1181,SUBSTITUTE SALARIES,,$,"1,477",$,"4,000",$,"4,000","4,000",$,-,0.0%
2100,FICA BENEFITS,,$,"10,872",$,"12,439",$,"19,841","19,841",$,"7,402",59.5%
2210,VRS BENEFITS,,$,"8,810",$,"21,382",$,"33,068","33,068",$,"11,686",54.7%
2300,HEALTH BENEFITS,,$,"12,992",$,"25,129",$,"34,017","34,017",$,"8,888",35.4%
2400,GLI BENEFITS,,$,-,$,-,$,-,-,$,-,0.0%
5800,MEAL REIMB.- OPERATION,,$,"53,707",$,"59,050",$,"59,050","59,050",$,-,0.0%
,,TOTAL,$,"237,295",$,"280,604",$,"405,330","405,330",$,"124,726",44.4%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,,
,GL premium holiday,,,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,,
