Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”,Name: “Table 1 of 1 on page 42 of 74”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
MIDDLE SCHOOL,MIDDLE SCHOOL,-VOCATIONAL INSTRUCTION,-VOCATIONAL INSTRUCTION,1.0.31.3.61100 ...,,,,,,,PAGE 30
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,90.945,$,"94,500",$,"101,855",$,"7,355",7.8%
2100,FICA BENEFITS,FICA BENEFITS,$,"6,756",$,"7,229",$,"7,792",$,563,7.8%
2210,VRS BENEFITS,VRS BENEFITS,$,"8,585",$,"9,490",$,"12,396",$,"2,906",30.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"2,888",$,"8,661",$,"8,661",$,-,0.0%
2400,GLI BENEFITS,GLI BENEFITS,$,-,$,-,$,-,$,-,0.0%
5500,TRAVEL,,$,128,$,650,$,650,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"6,939",$,"4,618",$,"4,618",$,-,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"6,299",$,"2,500",$,"2,500",$,-,0.0%
,,TOTAL,$,"122,540",$,"127,648",$,"138,472",$,"10,824",8.5%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
