Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”,Name: “Table 1 of 1 on page 56 of 74”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
SOL TEACHER TRAINING GRANT,SOL TEACHER TRAINING GRANT,1.0.90.0.62160 .....,1.0.90.0.62160 .....,,,,,,,,PAGE44
CODE,BUDGET FUNCTION,,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,TEACHER TRAINING,,$,"19,143",$,-,$,-,$,-,0.0%
1121,SOL TEACHER TRAIN-CARRYOVER,SOL TEACHER TRAIN-CARRYOVER,$,-,$,-,$,-,$,-,0.0%
2100,FICA,,$,786,$,-,$,-,$,-,0.0%
3001,SOL TEACHER TRAIN-CARRYOVER,SOL TEACHER TRAIN-CARRYOVER,$,-,$,-,$,-,$,-,0.0%
3005,TEACHER MENTOR PROGRAM,,$,-,$,-,$,-,$,-,0.0%
,,TOTAL,$,"19,929",$,-,$,-,$,-,0.0%
,SCHOOL BOARD INITIATIVE,SCHOOL BOARD INITIATIVE,,,,,,,,,
3000 TEACHER MINI-GRANT,3000 TEACHER MINI-GRANT,,$,"13,971",$,"15,000",$,"15,000",$,-,0.0%
,,TOTAL,$,"13,971",$,"15,000",$,"15,000",$,-,$
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
