Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,•,MEDIA,1.0.22.1.61320 ...,,,,,,,,PAGE18
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
11 20,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"41,932",$,"43,580",$,"46,233",$,"2,653",6.1%
1140,AIDES SALARIES,,,$,"15,524",$,"16,500",$,"17,445",$,945,5.7%
2100,FICA BENEFITS,,,$,"4,403",$,"4,596",$,"4,871",$,275,6.0%
2210,VRS BENEFITS,,,$,"5,424",$,"5,996",$,"7,750",$,"1,754",29.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"1,533",$,"2,334",$,"2,334",$,.,0.0%
2400,GLI BENEFITS,,,$,.,$,.,$,.,$,.,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"5,728",$,"5,000",$,"5,000",$,.,0.0%
,TOTAL,TOTAL,TOTAL,$,"74,544",$,"78,006",$,"83,633",$,"5,627",7.2%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
