Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”,Name: “Table 1 of 1 on page 20 of 74”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
PRIMARY SCHOOL -INSTRUCTION,PRIMARY SCHOOL -INSTRUCTION,PRIMARY SCHOOL -INSTRUCTION,1.0.21.1.611 00 ...,,,,,,,,PAGES
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"847,344",$,"822,600",$,"976,700",$,"154,100",18.7%
1140,AID ES SALARIES,AID ES SALARIES,$,"89,192",$,"128,000",$,"158,100",$,"30,100",23.5%
1520,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,"35,999",$,"35,000",$,"41,000",$,"6,000",17.1%
1620,SOL RESOURCE SUPPLEMENT,SOL RESOURCE SUPPLEMENT,$,-,$,-,$,"3,346 1'$","3,346 1'$","3,346",100.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"72,571",$,"77,255",$,"89,949",$,"12,694",16.4%
2210,VRS BENEFITS,VRS BENEFITS,$,"92,212",$,"93,000",$,"138,105",$,"45,105",48.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"63,044",$,"77,474",$,"86,362",$,"8,888",11.5%
2400,GLI BENEFITS,-premium holiday,$,-,$,-,$,-,$,-,0.0%
2700,WORKER'S COMPENSATION,WORKER'S COMPENSATION,$,"31,143",$,"42,850",$,"42,850",$,-,0.0%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"6,932",$,"6,960",$,"6,960",$,-,0.0%
3001,TITLE II MATH/SCIENCE- carryover,TITLE II MATH/SCIENCE- carryover,$,"1,839",$,-,$,-,$,-,0.0%
3025,TITLE II A VERTICAL TEAMING,TITLE II A VERTICAL TEAMING,$,"1,225",$,-,$,-,$,-,0.0%
3030,TITLE II A STAFF DEVELOPMENT,TITLE II A STAFF DEVELOPMENT,$,"1,514",$,-,$,-,$,-,0.0%
5500,TRAVEL,,$,"1,723",$,"2,525",$,"2,525",$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"22,453",$,"15,550",$,"15,550",$,-,0.0%
8200,EQUIPM ENT ADDITIONS,EQUIPM ENT ADDITIONS,$,"15,404",$,"2,783",$,"2,783",$,-,0.0%
8201,OTH ER USE OF FU NDS/ED TV,OTH ER USE OF FU NDS/ED TV,$,"1,825",$,"2,420",$,"2,420",$,-,0.0%
,,TOTAL,$,"1,284,421",$,"1,306,417",$,"1,566,650",$,"260,233",19.9%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,3 Kindergarten Teachers,3 Kindergarten Teachers,,,,,,,,,
,3.5 Para Educators for Kindergarten,3.5 Para Educators for Kindergarten,,,,,,,,,
,SOL Resource Stipend,SOL Resource Stipend,,,,,,,,,
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
