Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”,Name: “Table 1 of 1 on page 54 of 74”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
SCHOOL BOARD,1.0.90.0.6211 0 ... •.,,,,,,,,,PAGE42
CODE,BUDGET FUNCTION,2002/2003,,,2003/2004,,2004/2005,,+INCREASE,
,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1110 CLERK OF THE BOARD,,$,"1,735",$,"1,805",$,-,$,"(1,805)",-100.0%
1111,BOARD MEMBERS,$,"3,060",$,"3,060",$,"3,060",$,-,0.0%
2100,FICA BENEFITS,$,367,$,372,$,234,$,(138),-37.1%
,TOTAL,$,"5,162",$,"5,237",$,"3,294",$,"(1,943)",-37.1%
,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
