Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
PRIMARY SCHOOL,·,OFFICE OF THE PRINCIPAL,OFFICE OF THE PRINCIPAL,1.0.21.1.61410 ...,,,,,,,PAGE 11
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1126,PRINCIPAL SALARY,PRINCIPAL SALARY,$,"65,224",$,"67,000",$,"69,680",$,"2,680",4.0%
1127,LEAD TEACHER SPECIALIST,LEAD TEACHER SPECIALIST,$,"47,112",$,"56,939",$,"60,463",$,"3,524",6.2%
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"15,891",$,"17,310",$,"17,520",$,210,1.2%
1150,CLERICAL SALARY,CLERICAL SALARY,$,"22,745",$,"23,655",$,"24,601",$,946,4.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"11,477",$,"12,615",$,"13,178",$,563,4.5%
2210,VRS BENEFITS,VRS BENEFITS,$,"14,106",$,"16,837",$,"20,965",$,"4,128",24.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"4,349",$,"3,308",$,"3,308",$,,0.0%
2400,GLI BENEFITS,,$,,$,.,$,.,$,,0.0%
8100,REPAIR/REPLACE EQUIPMENT,REPAIR/REPLACE EQUIPMENT,$,"10,000",$,.,$,.,$,,0.0%
,,TOTAL,$,"190,904",$,"197,664",$,"209,715",$,"12,051",6.1%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
BUDGET 2004·2005 FINAL 6·9·04.xls,BUDGET 2004·2005 FINAL 6·9·04.xls,BUDGET 2004·2005 FINAL 6·9·04.xls,,,,,,,,,
