Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”,Name: “Table 1 of 1 on page 52 of 74”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,,,,,
,,,POQUO SON CITY SCHOOLS,POQUO SON CITY SCHOOLS,POQUO SON CITY SCHOOLS,,,,,
,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
,SECONDARY PROGRAMS,1.0.33.1 .611 00,,,,,,,,PAGE40
CODE,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTI ONAL SALARI ES,$,-,$,-,$,-,$,-,0.0%
1620,INSTRUCTIONAL STI PENDS,$,-,$,-,$,-,$,-,0.0%
2 100,FICA BENEFITS,$,-,$,-,$,-,$,-,0.0%
5500,TRAVEL,$,-,$,-,$,-,$,-,0.0%
6000,MATERIALS,$,-,$,-,$,-,$,-,0.0%
6020,NEW TEXTBOOK ADOPTION,$,"46,224",$,"36,745",$,"112,549",$,"75,804",206.3%
6025,REPLACEMENT I COMSUMABLES,$,-,$,-,$,"15,000",$,"15,000",100.0%
,TOTAL,$,"46,224",$,"36,745",$,"127,549",$,"90,804",247.1%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
