Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”,Name: “Table 1 of 1 on page 26 of 74”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2004/2005 BUDGET,2004/2005 BUDGET,,,,,
PRIMARY SCHOOL,-,OTHER,1.0.21.5.61100 ...,1.0.21.5.61100 ...,,,,,,,,PAGE14
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"81 ,280",$,"84,350",$,"90,000",$,"5,650",6.7%
2100,FICA BENEFITS,FICA BENEFITS,,$,"6,118",$,"6,453",$,"6 ,885",$,432,6.7%
2210,VRS BENEF ITS,VRS BENEF ITS,,$,"7,673",$,"8,476",$,"10,953",$,"2,477",29.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"3,794",$,"5,294",$,"5,294",$,-,0.0%
2400,GLI BENEFITS,,,$,,$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,721,$,920,$,920,$,-,0.0%
,,TOTALS,,$,"99,586",$,"105,493",$,"114,052",$,"8,559",8.1%
,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,VRS increase from 9.44% to 12.17%,,,,,,,,,
,GL premium holiday,GL premium holiday,GL premium holiday,,,,,,,,,
,Health Insurance Increase,Health Insurance Increase,Health Insurance Increase,,,,,,,,,
,TOTAL PRIMARY,TOTAL PRIMARY,,$,"2,124,134",$,"2,218,016",$,"2,464,148",$,"246,132",11.1%
,ELEM. HOMEBOUND,ELEM. HOMEBOUND,,$,"2,880",$,"3,875",$,"3,875",$,-,0.0%
,,,TOTALS,$,"2,127,014",$,"2,221,891",$,"2,468,023",$,"246,132",11.1%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
