Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”,Name: “Table 1 of 1 on page 87 of 166”
Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87
,,,,,,,,,,
,,,,,,,,,,
Grounds Maintenance,Grounds Maintenance,Grounds Maintenance,Grounds Maintenance,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,"Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,","Maintain 454 acres of public grounds including schools, facilities and roadways to provide a safe,"
,"pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge","pleasant environment, including the new facilities at the Police Headquarters, 2 new schools, Norge"
,"Depot, and the expanded Greensprings trail","Depot, and the expanded Greensprings trail","Depot, and the expanded Greensprings trail","Depot, and the expanded Greensprings trail","Depot, and the expanded Greensprings trail",,,,,
2.,"Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor","Maintain 100 acres of athletic facilities to provide a safe, pleasant environment for outdoor"
,activities,,,,,,,,,
3.,"Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in","Maintain 45 County owned stormwater maintenance facilities under enhanced procedures, in"
,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,compliance with the Municipalities with Separate Storm Sewer Systems (MS4) permit,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,,,FY 11,,FY 12,,FY 12,
,,,,,Adopted,,Plan,,Adopted,
,,Personnel,Personnel,$,"972,448",$,"945,434",$,"971,264",
,,Operating,Operating,,"288,923",,"288,923",,"317,000",
,,,Capital,,"90,000",,"73,000",,"73,000",
,Billing of Joint Activities,Billing of Joint Activities,Billing of Joint Activities,,"(139,717)",,"(139,717)",,"(142,323)",
,,,Total,$,"1,211,654",$,"1,167,640",$,"1,218,941",
PERSONNEL,PERSONNEL,,,,,,,,,
,Full-time Personnel,Full-time Personnel,Full-time Personnel,,22,,21,,22,
,Part-time Personnel,Part-time Personnel,Part-time Personnel,,1,,1,,1,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,,,FY 09,,FY 10,FY 11,,FY 12
,,,,,Actual,,Actual,Adopted,,Adopted
% of Grounds Maintenance job orders,% of Grounds Maintenance job orders,% of Grounds Maintenance job orders,% of Grounds Maintenance job orders,% of Grounds Maintenance job orders,,,,,,
completed by date customer requested,completed by date customer requested,completed by date customer requested,completed by date customer requested,completed by date customer requested,,91%,90%,,90%,85%
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,
