Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”,Name: “Table 1 of 1 on page 130 of 166”
Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,Virginia Public Assistance Fund,Virginia Public Assistance Fund,Virginia Public Assistance Fund,Virginia Public Assistance Fund,Virginia Public Assistance Fund,Virginia Public Assistance Fund,Virginia Public Assistance Fund,Virginia Public Assistance Fund,,,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,,
,,,,,,FY 09,FY 09,,FY 10,FY 10,FY 10,FY 11,,FY 12
,,,,,,Actual,Actual,,Actual,Actual,Actual,Adopted,Adopted,Adopted
,Timeliness of Food Stamp Applications,Timeliness of Food Stamp Applications,Timeliness of Food Stamp Applications,Timeliness of Food Stamp Applications,Timeliness of Food Stamp Applications,,,,,,,,,
,,,,processed,processed,,98%,98%,,98%,98%,98%,,98%
,,Food Stamp participation rate,Food Stamp participation rate,Food Stamp participation rate,Food Stamp participation rate,,66%,66%,,74%,74%,72%,,73%
,,% VIEW participants employed,% VIEW participants employed,% VIEW participants employed,% VIEW participants employed,,62%,62%,,65%,65%,60%,,62%
Timeliness of TANF applications processed,Timeliness of TANF applications processed,Timeliness of TANF applications processed,Timeliness of TANF applications processed,Timeliness of TANF applications processed,Timeliness of TANF applications processed,,97%,97%,,98%,98%,99%,,99%
,Timeliness of Medicaid applications,Timeliness of Medicaid applications,Timeliness of Medicaid applications,Timeliness of Medicaid applications,Timeliness of Medicaid applications,,,,,,,,,
,,,,processed,processed,,92%,92%,,95%,95%,93%,,93%
,,Timeliness of Medicaid reviews,Timeliness of Medicaid reviews,Timeliness of Medicaid reviews,Timeliness of Medicaid reviews,,99%,99%,,99%,99%,99%,,99%
,% Founded cases without recurrence of,% Founded cases without recurrence of,% Founded cases without recurrence of,% Founded cases without recurrence of,% Founded cases without recurrence of,,,,,,,,,
,,,,maltreatment,maltreatment,,100%,100%,,97%,97%,95%,,95%
% Foster children discharged to permanent,% Foster children discharged to permanent,% Foster children discharged to permanent,% Foster children discharged to permanent,% Foster children discharged to permanent,% Foster children discharged to permanent,,,,,,,,,
,,home prior to 18th birthday,home prior to 18th birthday,home prior to 18th birthday,home prior to 18th birthday,,100%,100%,,100%,100%,100%,,100%
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,
The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,The budget makes funds available for the operation of all Social Services programs.,,
