Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”,Name: “Table 1 of 1 on page 161 of 166”
Table: 161,Table: 161,Table: 161,Table: 161,Table: 161,Table: 161,Table: 161,Table: 161
,,,,,,,
,,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,,
,,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,,
,,,,,,Ratio of,
,,,,,,Net Bonded,
,,,Gross,Debt Service,Net,Debt to,Net Bonded
Fiscal,,Assessed,Bonded,Monies,Bonded,Assessed,Debt per
Year,Population,Valuation,Debt,Available,Debt,Valuation,Capita
2003,"52,303","6,225,817,244","80,537,541","9,686,080","70,851,461",.0114,"1,355"
2004,"53,952","6,731,381,328","75,247,759","9,300,903","65,946,856",.0098,"1,222"
2005,"56,463","7,489,353,710","109,465,708","10,686,133","98,779,575",.0132,"1,749"
2006,"58,893","9,049,255,396","106,091,269","13,178,021","92,913,248",.0103,"1,578"
2007,"60,867","10,704,264,557","126,590,560","24,346,226","102,244,334",.0096,"1,680"
2008,"61,195","11,610,152,643","118,369,735","25,499,192","92,870,543",.0080,"1,518"
2009,"63,135","11,941,060,226","109,974,105","24,988,945","84,985,160",.0071,"1,346"
2010,"63,675","12,092,979,169","101,414,765","25,225,253","76,189,512",.0063,"1,197"
2011 (Est),"68,785","12,149,679,900","94,029,318","24,784,000","69,245,318",.0057,"1,007"
2012 (Est),"70,561","12,305,232,800","92,016,489","24,531,000","67,485,489",.0055,956
Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,
assessed value of real estate.,assessed value of real estate.,assessed value of real estate.,,,,,
FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY 2003-2010 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,
"Report, June 30, 2010.",FY 2011 and FY 2012 estimates are based on estimated Total Assessed Valuation and estimated,FY 2011 and FY 2012 estimates are based on estimated Total Assessed Valuation and estimated,FY 2011 and FY 2012 estimates are based on estimated Total Assessed Valuation and estimated,FY 2011 and FY 2012 estimates are based on estimated Total Assessed Valuation and estimated,FY 2011 and FY 2012 estimates are based on estimated Total Assessed Valuation and estimated,FY 2011 and FY 2012 estimates are based on estimated Total Assessed Valuation and estimated,
Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY 2011 and FY 2012 population estimates
obtained from the James City County Planning Division,obtained from the James City County Planning Division,obtained from the James City County Planning Division,,,,,
,,,Page G-20,Page G-20,,,
