Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”,Name: “Table 1 of 1 on page 151 of 166”
Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151
,,,,,,,,,
,Authorized Positions Per Department,Authorized Positions Per Department,,,,,,,
,,FY09,,FY10,,FY11,,FY12,
Parks and Recreation,Full-Time Regular,,,,,,,,
,Community Centers Administrator,1,,1,,1,,1,
,Customer Assistant,2,,1,,1,,1,
,Senior Customer Assistant,5,,5,,4,,4,
,Senior Fitness Trainer,1,,1,,1,,1,
,Senior Lifeguard,2,,2,,2,,2,
,Park Attendant II,1,,1,,1,,1,
,Lead Park Ranger,1,,1,,1,,1,
,Park Supervisor,1,,1,,1,,1,
,"Planner, Park and Greenway",1,,0,,0,,0,
,Parks Administrator,1,,1,,1,,1,
,Account Clerk,1,,1,,1,,0,
,Senior Account Clerk,1,,1,,0,,1,
,Senior Administrative Services Coordinator,1,,1,,1,,1,
,Budget Management Specialist,1,,1,,1,,1,
,Communications Specialist II,1,,1,,1,,1,
,Information Systems Technician,1,,1,,1,,1,
,Parks and Recreation Deputy Director,1,,1,,0,,0,
,Parks and Recreation Director,1,,1,,1,,1,
,Parks and Recreation Management and,,,,,,,,
,Resource Administrator,1,,1,,1,,1,
,Human Services Coordinator,1,,1,,1,,1,
,Senior Recreation Leader,10,,9,,10,,10,
,Recreation Operations Coordinator,5,,6,,5,,5,
,Recreation Program Coordinator,10,,11,,9,,9,
,Recreation Program Coordinator (Inclusion),0,,0,,0,,1,
,Recreation Administrator,1,,1,,1,,1,
,Secretary,2,,2,,2,,2,
,,54,,53,,48,,49,
,Part-Time Regular,,,,,,,,
,"Customer Assistant (4,056 hrs)",11,,8,,6,,4,
,"Fitness Attendant (2,340 hrs)",5,,3,,2,,2,
,"Fitness Trainer (2,600 hrs)",1,,2,,2,,2,
,"Lifeguard I (1,560)",4,,4,,1,,1,
,"Lifeguard II (1,560)",1,,1,,1,,1,
,"Park Attendant II (3,120)",2,,2,,2,,2,
,"Park Supervisor (1,560 hrs)",1,,1,,1,,1,
,"Senior Park Attendant (1,560 hrs)",1,,0,,0,,0,
,"Senior Office Assistant (1,560 hrs)",1,,1,,1,,1,
,"Senior Recreation Leader (1,600 hrs)",2,,1,,0,,0,
,,29,,23,,16,,14,
,Part-Time Temporary,,,,,,,,
,Bus Driver,"1,331",hrs,"1,331",hrs,"1,331",hrs,"1,162",hrs
,Customer Assistant,"1,348",hrs,0,hrs,"1,040",hrs,"1,943",hrs
,Fitness Attendant,624,hrs,0,hrs,220,hrs,220,hrs
,Instructor I/II/III,"11,224",hrs,"11,224",hrs,"11,224",hrs,"9,839",hrs
,Lifeguard I/II,"9,683",hrs,"8,483",hrs,"12,071",hrs,"12,071",hrs
,Park Attendant I/II,"20,159",hrs,"21,628",hrs,"21,628",hrs,"20,888",hrs
,Park Supervisor,920,hrs,920,hrs,920,hrs,"1,560",hrs
,Park Ranger,"1,040",hrs,"1,040",hrs,"1,040",hrs,"1,040",hrs
,Recreation Field Supervisor,200,hrs,200,hrs,0,hrs,0,hrs
,Recreation Leader I,"29,922",hrs,"28,232",hrs,"29,847",hrs,"22,225",hrs
,Recreation Leader II,"13,576",hrs,"13,576",hrs,"13,576",hrs,"11,434",hrs
,Recreation Program Coordinator (Inclusion),0,hrs,0,hrs,662,hrs,0,hrs
,Senior Recreation Leader,"1,654",hrs,"1,654",hrs,"1,654",hrs,472,hrs
,Recreation Leader Therapeutic,"8,745",hrs,"8,745",hrs,"8,745",hrs,"10,266",hrs
,,"100,426 hrs","100,426 hrs","97,033 hrs","97,033 hrs","103,958 hrs","103,958 hrs","93,120 hrs","93,120 hrs"
________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________
,Page G-10,,,,,,,,
