Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”,Name: “Table 1 of 1 on page 139 of 166”
Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139
,,,,,,,,,,,,
,,Debt Service Fund,Debt Service Fund,Debt Service Fund,Debt Service Fund,Debt Service Fund,,,,,,
,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016
BEGINNING FUND BALANCE,"$11,008,000","$11,008,000",$,"8,605,000",$,"7,102,000",$,"4,122,000",$,"1,684,000",$,"646,000"
REVENUES,,,,,,,,,,,,
General Fund,"$22,150,000","$22,150,000","$22,825,000","$22,825,000","$21,825,000","$21,825,000","$22,825,000","$22,825,000","$23,825,000","$23,825,000","$24,825,000","$24,825,000"
Build America Bonds,,"231,000",,"228,000",,"225,000",,"222,000",,"219,000",,"216,000"
Investment Income,,"75,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000"
,"$22,456,000","$22,456,000","$23,103,000","$23,103,000","$22,100,000","$22,100,000","$23,097,000","$23,097,000","$24,094,000","$24,094,000","$25,091,000","$25,091,000"
EXPENDITURES,,,,,,,,,,,,
Schools,,,,,,,,,,,,
Opns Center/Baker (1991),$,"150,000",,,,,,,,,,
Lit Fund - Toano (1992),,"141,000",$,"135,000",$,"129,000",$,"124,000",,,,
VPSA Refunding (1994),,"542,000",,"248,000",,,,,,,,
VPSA - Schools (1997),,"1,558,000",,"1,555,000",,"1,559,000",,"1,562,000",$,"1,558,000",$,"1,559,000"
VPSA - Schools (1999),,"1,500,000",,"1,502,000",,"1,505,000",,"1,509,000",,"1,503,000",,"1,501,000"
VPSA - Schools (1999),,"94,000",,"91,000",,"88,000",,"84,000",,"80,000",,"77,000"
Refunding (2002),,"723,000",,,,,,,,,,
Refunding (2003),,"2,654,000",,"2,666,000",,"2,648,000",,"2,631,000",,"2,681,000",,
High School (2005),,"2,733,000",,"2,731,000",,"2,729,000",,"2,728,000",,"2,731,000",,"2,728,000"
Lease Revenue (2006),,"8,621,000",,"8,382,000",,"8,142,000",,"7,903,000",,"7,663,000",,"7,424,000"
Refunding (2010),,,,"696,000",,"669,000",,"652,000",,"616,000",,"2,954,000"
School VPSA (2012),,,,"68,000",,"68,000",,"68,000",,"68,000",,"68,000"
School HVAC (2013),,,,,,"780,000",,"1,560,000",,"1,560,000",,"1,560,000"
,"$18,716,000","$18,716,000","$18,074,000","$18,074,000","$18,317,000","$18,317,000","$18,821,000","$18,821,000","$18,460,000","$18,460,000","$17,871,000","$17,871,000"
Non-Schools,,,,,,,,,,,,
Bank/Fiscal Agent Fees,$,"75,000",$,"75,000",$,"75,000",$,"75,000",$,"75,000",$,"75,000"
Radio System (2003),,"1,375,000",,"1,531,000",,"1,531,000",,"1,531,000",,"1,540,000",,"1,540,000"
TNCC/Stadium (2005),,"1,686,000",,"1,683,000",,"1,681,000",,"1,679,000",,"1,678,000",,"1,703,000"
General Obligation (2006),,"1,787,000",,"1,745,000",,"1,703,000",,"1,661,000",,"1,619,000",,"1,577,000"
Police Building (2009),,"1,220,000",,"1,218,000",,"1,213,000",,"1,208,000",,"1,200,000",,"1,194,000"
Public Facilities (2012),,,,"280,000",,"560,000",,"560,000",,"560,000",,"560,000"
,"$ 6,143,000","$ 6,143,000",$,"6,532,000",$,"6,763,000",$,"6,714,000",$,"6,672,000",$,"6,649,000"
Total expenditures,"$24,859,000","$24,859,000","$24,606,000","$24,606,000","$25,080,000","$25,080,000","$25,535,000","$25,535,000","$25,132,000","$25,132,000","$24,520,000","$24,520,000"
ENDING FUND BALANCE,$,"8,605,000",$,"7,102,000",$,"4,122,000",$,"1,684,000",$,"646,000",$,"1,217,000"
,,,,Page F-11,,,,,,,,
