Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”,Name: “Table 1 of 1 on page 153 of 166”
Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153
,,,,,,,,,
,Authorized Positions Per Department,Authorized Positions Per Department,Authorized Positions Per Department,,,,,,
,,FY09,,FY10,,FY11,,FY12,
Satellite Services,Full-Time Regular,,,,,,,,
Office,Satellite Services Administrator,1,,1,,1,,1,
,Senior Satellite Services Assistant,1,,1,,1,,1,
,Satellite Services Assistant,1,,1,,1,,1,
,,3,,3,,3,,3,
,Part-Time Regular,,,,,,,,
,"Satellite Services Assistant (1,560 hours)",2,,1,,1,,1,
,Part-Time Temporary,,,,,,,,
,Satellite Services Assistant,"1,040 hrs","1,040 hrs",0 hrs,0 hrs,0 hrs,0 hrs,0 hrs,0 hrs
Sheriff,Constitutional Officer,,,,,,,,
,Sheriff,1,,1,,1,,1,
,Full-Time Other,,,,,,,,
,Deputy Sheriff,16,,16,,14,,14,
,Administrative Staff Specialist,1,,1,,1,,1,
,,17,,17,,15,,15,
,On-Call,,,,,,,,
,Deputy Sheriff,"3,120 hrs","3,120 hrs","3,120 hrs","3,120 hrs","4,160 hrs","4,160 hrs","4,160 hrs","4,160 hrs"
Solid Waste,Full-Time Regular,,,,,,,,
Management,Solid Waste Superintendent,1,,1,,1,,1,
,Solid Waste Assistant,1,,1,,1,,1,
,Energy Conservation Project Coordinator,1,,1,,1,,1,
,Convenience Center Attendant I,2,,2,,1,,1,
,Convenience Center Attendant II,2,,2,,2,,2,
,,7,,7,,6,,6,
,Part-Time Regular,,,,,,,,
,"Senior Office Assistant (1,040 hrs)",1,,1,,0,,0,
,"Convenience Center Attendant I (1,040 hrs)",1,,1,,1,,1,
,,2,,2,,1,,1,
,On-Call,,,,,,,,
,Convenience Center Attendant I,720 hrs,720 hrs,720 hrs,720 hrs,"1,618 hrs","1,618 hrs","1,618 hrs","1,618 hrs"
Stormwater,Full-Time Regular,,,,,,,,
,Stormwater Director,1,,1,,1,,1,
,Civil Engineer/Senior,1.5,,1.5,,1.5,,0,
,Inspector I/II/Senior,4,,3,,2,,1,
,Stormwater Assistant,1,,1,,1,,0,
,Stormwater Specialist,0,,0,,1,,1,
,GIS Technician,0,,0,,0,,1,
,Secretary,1,,0,,0,,0,
,,8.5,,6.5,,6.5,,4,
,Part-Time Regular,,,,,,,,
,"Water Monitoring Coordinator (1,040 hours)",0,,0,,0,,1,
,Part-Time Temporary,,,,,,,,
,Intern,"2,000",hrs,"2,000",hrs,0,hrs,0,hrs
________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________,________________________________________________________________________________________________________________________________
,Page G-12,,,,,,,,
