Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”,Name: “Table 1 of 1 on page 4 of 10”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,
,,FY 2010-2014 Funding Sources,FY 2010-2014 Funding Sources,FY 2010-2014 Funding Sources,FY 2010-2014 Funding Sources,,
Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more,Each project in the FY 2010-2014 Capital Improvement Plan is coupled with one or more
funding source.,Revenues that the City of Hampton utilize come from several sources such as the,Revenues that the City of Hampton utilize come from several sources such as the,Revenues that the City of Hampton utilize come from several sources such as the,Revenues that the City of Hampton utilize come from several sources such as the,Revenues that the City of Hampton utilize come from several sources such as the,Revenues that the City of Hampton utilize come from several sources such as the,Revenues that the City of Hampton utilize come from several sources such as the
"federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General","federal and state governments, general obligation bonds, dedicated taxes and fees and the General"
Fund.,,,,,,,
,,,,CMAQ Funds,,,
,,,,0.57%,,,
,,,,,General Fund,,
,,,Urban Maintenance,,Balance Transfer,,
,,UDAG Funds,Contributions -,,5.2%,,
,,0.31%,8.4%,,,,
,,,,,General Fund,General Fund,
,Urban Construction,,,,Operating Rev.,Operating Rev.,
,Funds,,,,7.62%,,
,6.3%,,,,,,
,,,,,G. O. Bond,G. O. Bond,
,,,,,,Interest,
,Stormwater,,,,,1.6%,
,Funds,,,,,,
,1.2%,,,,,,
,,,,,G. O. Bond,G. O. Bond,
,,G. O. Bond Proceeds,,,Proceeds 35.9%,Proceeds 35.9%,
,,~ Schools 32.9%,,,,,
Congestion Mitigation Air Quality (CMAQ) Funds - $1.4M,Congestion Mitigation Air Quality (CMAQ) Funds - $1.4M,Congestion Mitigation Air Quality (CMAQ) Funds - $1.4M,Congestion Mitigation Air Quality (CMAQ) Funds - $1.4M,General Fund Balance Transfer - $12.5M,General Fund Balance Transfer - $12.5M,General Fund Balance Transfer - $12.5M,
General Fund Operating Revenues - $18.3M,General Fund Operating Revenues - $18.3M,General Fund Operating Revenues - $18.3M,General Fund Operating Revenues - $18.3M,General Obligation Bond Interest - $3.9M,General Obligation Bond Interest - $3.9M,General Obligation Bond Interest - $3.9M,
