Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”,Name: “Table 1 of 1 on page 9 of 10”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,
Blighted Property Acquisition and Demolition,Blighted Property Acquisition and Demolition,Blighted Property Acquisition and Demolition,Blighted Property Acquisition and Demolition,Blighted Property Acquisition and Demolition,"...................................................... 750,000","...................................................... 750,000","...................................................... 750,000","...................................................... 750,000","...................................................... 750,000","...................................................... 750,000","...................................................... 750,000"
Acquisition and demolition of blighted properties.,Acquisition and demolition of blighted properties.,Acquisition and demolition of blighted properties.,Acquisition and demolition of blighted properties.,*Additional information and funding for this program,*Additional information and funding for this program,*Additional information and funding for this program,*Additional information and funding for this program,*Additional information and funding for this program,*Additional information and funding for this program,*Additional information and funding for this program,*Additional information and funding for this program
is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved,is located in the Community Development Block Grant (CDBG) section of the 2009 Council Approved
Budget.,,,,,,,,,,,
Housing Improvement Grants,Housing Improvement Grants,Housing Improvement Grants,"....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000","....................................................................................... 400,000"
Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master,Expand the Curb Appeal Matching Grants program to older neighborhoods within the adopted Master
Plan areas.,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds,Grant recipients will be required to provide a minimum of a one-to-one match for the funds
invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a,invested by the City which will allow a better concentration of resources and have a greater impact over a
shorter period of time.,shorter period of time.,shorter period of time.,,,,,,,,,
Neighborhood Curb and Gutter Program,Neighborhood Curb and Gutter Program,Neighborhood Curb and Gutter Program,Neighborhood Curb and Gutter Program,"............................................................... 585,000","............................................................... 585,000","............................................................... 585,000","............................................................... 585,000","............................................................... 585,000","............................................................... 585,000","............................................................... 585,000","............................................................... 585,000"
Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate,Program to fund the construction of curbs and gutters in existing residential neighborhoods to facilitate
