Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”,Name: “Table 1 of 1 on page 7 of 8”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,
Expenditure,,,,,,,,,,,
Summary,,,,,,,,,,,
The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per,The City of Portsmouth ranks sixth among the seven localities in per
capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average,capita spending for the Instructional service and 97.30% of the average
of,the,State,of,Virginia.,The,City,of,Chesapeake,ranks,first,with
"$1,482.24 per capita spending.","$1,482.24 per capita spending.","$1,482.24 per capita spending.","$1,482.24 per capita spending.","$1,482.24 per capita spending.","$1,482.24 per capita spending.",,,,,,
"Administration, Attendance and Health","Administration, Attendance and Health","Administration, Attendance and Health","Administration, Attendance and Health","Administration, Attendance and Health","Administration, Attendance and Health","Administration, Attendance and Health",,,,,
Cities,Cities,,,,Per Capita $,Per Capita $,Per Capita $,% of Avg.,% of Avg.,,
1. Chesapeake,1. Chesapeake,1. Chesapeake,1. Chesapeake,,,71.50,71.50,,87.91,,
2. Hampton,2. Hampton,2. Hampton,,,,69.49,69.49,,85.43,,
3. Newport News,3. Newport News,3. Newport News,3. Newport News,,,106.64,106.64,,131.11,,
4. Norfolk,4. Norfolk,4. Norfolk,,,,55.54,55.54,,68.28,,
5. Portsmouth,5. Portsmouth,5. Portsmouth,5. Portsmouth,,,90.14,90.14,,110.82,,
6. Suffolk,6. Suffolk,6. Suffolk,,,,64.25,64.25,,78.99,,
7. Virginia Beach,7. Virginia Beach,7. Virginia Beach,7. Virginia Beach,,,46.34,46.34,,56.97,,
State average per capital $81.34,State average per capital $81.34,State average per capital $81.34,State average per capital $81.34,State average per capital $81.34,,,,,,,
,,,,7,,,,,,Expenditure Summary,Expenditure Summary
