Name: “Table 1 of 1 on page 5 of 8”,Name: “Table 1 of 1 on page 5 of 8”,Name: “Table 1 of 1 on page 5 of 8”
Table: 5,Table: 5,Table: 5
,,
Expenditure,,
Summary,,
The City of Portsmouth ranks first among the seven localities in per,The City of Portsmouth ranks first among the seven localities in per,The City of Portsmouth ranks first among the seven localities in per
capita spending for Law Enforcement and Traffic Control and 119.68% of,capita spending for Law Enforcement and Traffic Control and 119.68% of,capita spending for Law Enforcement and Traffic Control and 119.68% of
average of the State of Virginia.,average of the State of Virginia.,
Fire and Rescue Services,,
Cities,Per Capita $,% of Avg.
1. Chesapeake,172.20,94.31
2. Hampton,159.16,87.17
3. Newport News,169.30,92.73
4. Norfolk,181.59,99.45
5. Portsmouth,270.54,148.17
6. Suffolk,216.74,118.70
7. Virginia Beach,121.57,66.58
State average per capital $182.59,,
5,,Expenditure Summary
