Name: “Table 1 of 1 on page 3 of 20”,Name: “Table 1 of 1 on page 3 of 20”,Name: “Table 1 of 1 on page 3 of 20”,Name: “Table 1 of 1 on page 3 of 20”
Table: 3,Table: 3,Table: 3,Table: 3
,,,
E NTERPRISE FUND SUMMARY,E NTERPRISE FUND SUMMARY,,
,FY 2012,FY 2013,FY 2014
,Actual,Approved,Approved
Revenues,,,
Federal Aid,"137,555",0,0
Fees and Permits,"1,440,023","1,415,280","1,409,300"
Fines and Forfeitures,"2,339,126","1,950,012","3,069,610"
Use of Money and Property,"478,078","493,300","459,075"
Charges for Services,"120,082,031","122,185,232","123,095,515"
Miscellaneous,"392,117","1,945,236","135,000"
Recovered Costs,"1,608,396","1,441,600","1,441,600"
Other Sources and Transfers,"64,836","337,400","1,382,400"
Totals,"126,542,162","129,768,060","130,992,500"
,FY 2012,FY 2013,FY 2014
,Actual,Approved,Approved
Expenditures,,,
Personnel Services,"25,909,684","26,870,967","26,669,260"
"Materials, Supplies & Repairs","15,154,214","16,061,763","17,948,406"
Contractual Services,"15,236,306","15,667,955","15,679,087"
Equipment,"646,058","716,663","731,201"
Department Specific Appropriation,"9,340,110","12,195,787","18,247,948"
Debt Service/Transfers to CIP,"30,133,677","58,254,925","51,716,598"
Total,"96,420,049","129,768,060","130,992,500"
,,Enterprise Fund Summary,399
