Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”,Name: “Table 1 of 1 on page 59 of 156”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Training and Quality Performance,Training and Quality Performance,Training and Quality Performance,Training and Quality Performance,Training and Quality Performance,Training and Quality Performance,Training and Quality Performance,Training and Quality Performance,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,,,,,,,,,
Through,training,training,and,"development,","development,",process,process,improvement,improvement,improvement,improvement,and,"measurement,","measurement,","measurement,",build,the,capacity,capacity,of
employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,employees to provide quality services to the community.,,,,,,,,,
OBJECTIVES,OBJECTIVES,OBJECTIVES,,,,,,,,,,,,,,,,,,
1.,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet,Provide skills-based training and a professional development program to enable employees to meet
,current and future job needs.,current and future job needs.,current and future job needs.,current and future job needs.,current and future job needs.,,,,,,,,,,,,,,,
2.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,Provide personnel and productivity tools and options to help employees make optimal decisions.,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,,,,,,,
,,,,,,,FY 10,,,,,FY 11,FY 11,,,FY 12,FY 12,,,
,,,,,,,Adopted,Adopted,Adopted,,,Adopted,Adopted,Adopted,,Plan,Plan,,,
,,,Personnel,Personnel,$,,"245,600","245,600","245,600",$,$,,"201,721","201,721",$,"203,637","203,637","203,637",,
,,,Operating,Operating,,,"21,430","21,430","21,430",,,,"7,884","7,884",,,"7,034","7,034",,
,,,,Total,$,,"267,030","267,030","267,030",$,$,,"209,605","209,605",$,"210,671","210,671","210,671",,
