Name: “Table 1 of 1 on page 155 of 156”,Name: “Table 1 of 1 on page 155 of 156”,Name: “Table 1 of 1 on page 155 of 156”,Name: “Table 1 of 1 on page 155 of 156”
Table: 155,Table: 155,Table: 155,Table: 155
,,,
,List of Principal Property Taxpayers,List of Principal Property Taxpayers,
,,FY 09 Property,Percent of
,Name,Taxes Assessed,County Total
1.,"Anheuser-Busch, Inc.","$ 4,778,811",4.27%
2.,"Busch Entertainment, Corp.","1,631,769",1.46%
3.,"Wal-Mart, Inc.","1,141,516",1.02%
4.,Powhatan Plantation Owners Association,"1,015,971",0.91%
5.,"Busch Properties, Inc.","755,334",0.67%
6.,"Williamsburg Landing, Inc.","732,012",0.65%
7.,Virginia Electric and Power Company,"692,230",0.62%
8.,Williamsburg Plantation Owners Association,"652,774",0.58%
9.,Ball Metal Container,"637,921",0.57%
10.,Manor Houses Associates,"596,756",0.53%
,Totals,"$12,635,094",11.28%
Source:,Commissioner of the Revenue,,
,Page G-24,,
