Name: “Table 1 of 1 on page 112 of 156”,Name: “Table 1 of 1 on page 112 of 156”,Name: “Table 1 of 1 on page 112 of 156”,Name: “Table 1 of 1 on page 112 of 156”,Name: “Table 1 of 1 on page 112 of 156”,Name: “Table 1 of 1 on page 112 of 156”,Name: “Table 1 of 1 on page 112 of 156”
Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112
,,,,,,
James City Service Authority,James City Service Authority,,,,,Water Fund
PURPOSE,,,,,,
This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities,This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities,This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities,This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities,This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities,This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities,This Water Fund Operating Budget provides funds for the operation and maintenance of 22 well facilities
"including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of","including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of","including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of","including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of","including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of","including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of","including the Five Forks Groundwater Treatment Facility, eight water storage tanks, and 343 miles of"
water distribution lines that serve portions of the County.,water distribution lines that serve portions of the County.,water distribution lines that serve portions of the County.,Indirect operating and maintenance costs are,Indirect operating and maintenance costs are,Indirect operating and maintenance costs are,Indirect operating and maintenance costs are
reimbursed to the Administration Fund.,reimbursed to the Administration Fund.,"Revenue is provided from service charges, interest income, and","Revenue is provided from service charges, interest income, and","Revenue is provided from service charges, interest income, and","Revenue is provided from service charges, interest income, and","Revenue is provided from service charges, interest income, and"
other miscellaneous items.,,,,,,
BUDGET SUMMARY,,,,,,
,,FY 10,,FY 11,,FY 12
,,Adopted,,Adopted,,Plan
Revenues:,,,,,,
Service Charges,$,"6,220,595",$,"5,849,493",$,"5,936,373"
Interest,,"477,000",,"371,000",,"398,000"
Miscellaneous,,"421,383",,"388,983",,"388,983"
Total,$,"7,118,978",$,"6,609,476",$,"6,723,356"
Expenses:,,,,,,
Admin Fund Allocation,$,"2,506,353",$,"2,350,428",$,"2,398,359"
Direct Expenses,,"2,920,756",,"2,749,416",,"2,790,553"
Capital Equipment Outlay,,"156,850",,"10,000",,"36,000"
Debt Service Fund,,"1,385,019",,"1,384,632",,"1,383,444"
PDA Operating Costs,,"150,000",,"115,000",,"115,000"
Total,$,"7,118,978",$,"6,609,476",$,"6,723,356"
PERSONNEL,,,,,,
Full-Time Personnel,,15,,15,,15
PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,
,,FY 08,,FY 09,FY 10,FY 11
,,Year-end,,Year-end,Jul-Dec,Adopted
% Water (MGD) Withdrawal,,57%,,56%,58%,65%
Versus DEQ Permit,,,,,,
% of Water Quality Samples in,% of Water Quality Samples in,,,,,
Compliance,,99.8%,,99.4%,100%,100%
% of Water Service Interruptions,% of Water Service Interruptions,New,,93.8%,96.9%,90%
Repaired in 8 Hours or Less,,Measure,,,,
,,Page E-4,Page E-4,,,
