Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”,Name: “Table 1 of 1 on page 85 of 156”
Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sheriff,Sheriff,,,,,,,,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,,,,,,
The,Sheriff,Sheriff,is,an,elected,Constitutional,Constitutional,Constitutional,Officer,who,is,charged,charged,with,responsibilities,responsibilities,for,courtroom,courtroom
"security,",transportation,transportation,transportation,transportation,of,juveniles,juveniles,to,and,from,"court,",and,civil,processing,processing,processing,services.,The,State
Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,Compensation Board reimburses salaries and a portion of fringe benefits.,The City of Williamsburg also,The City of Williamsburg also,The City of Williamsburg also,The City of Williamsburg also,The City of Williamsburg also
contributes a portion of the budget.,contributes a portion of the budget.,contributes a portion of the budget.,contributes a portion of the budget.,contributes a portion of the budget.,contributes a portion of the budget.,contributes a portion of the budget.,,,,,,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,,,,
,,,,,,,,,FY 10,FY 10,,,FY 11,FY 11,,,FY 12,,
,,,,,,,,,Adopted,Adopted,,,Adopted,Adopted,,,Plan,,
,,,,,Personnel,Personnel,,$,"1,151,904","1,151,904",,$,"1,083,140","1,083,140",,$,"1,093,051","1,093,051",
,,,,,Operating,Operating,,,,"131,144",,,"130,121","130,121",,,"131,678","131,678",
,,,,,,Capital,,,,"3,800",,,,"22,273",,,,0,
Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,,,,"28,079",,,,"33,695",,,"33,695","33,695",
,Received from Williamsburg,Received from Williamsburg,Received from Williamsburg,Received from Williamsburg,Received from Williamsburg,Received from Williamsburg,,,,"(79,971)",,,"(77,250)","(77,250)",,,"(77,763)","(77,763)",
,,,,,,Total,,$,"1,234,956","1,234,956",,$,"1,191,979","1,191,979",,$,"1,180,661","1,180,661",
PERSONNEL,PERSONNEL,PERSONNEL,PERSONNEL,PERSONNEL,,,,,,,,,,,,,,,
,,,,Full-time Personnel,Full-time Personnel,Full-time Personnel,,,,18,,,,16,,,16,,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,,,,
,,,,,,,,,FY 09,,,,FY 10,,FY 11,FY 11,,FY 12,
,,,,,,,,,Actual,,,Projected,Projected,,Adopted,Adopted,,Plan,
,,,,,Civil Processes,Civil Processes,Civil Processes,,"26,811","26,811",,,"26,900",,,"26,500",,"26,500","26,500"
,,,Staff Days - Court Days,Staff Days - Court Days,Staff Days - Court Days,Staff Days - Court Days,Staff Days - Court Days,,"1,274/666","1,274/666",,"1,300/620","1,300/620",,"1,300/675","1,300/675","1,300/675","1,300/675","1,300/675"
Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,Inmate Holdings Court - Adult and,,,,,,,,,,,,
,,,,,,Juvenile,Juvenile,,,"2,101",,,"2,200",,,"2,200",,"2,200","2,200"
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,,,,
The,City,of,Williamsburg,Williamsburg,Williamsburg,pays,for,17.7,percent,of,the,local,cost,of,this,Office.,The,Sheriff,also
generates,generates,other,other,court-related,court-related,fees,to,help,reduce,reduce,overall,overall,local,funding.,,This,budget,reflects,the
elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State,elimination of two locally funded Deputy Sheriff positions as a partial offset to the reduction in State
funding.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,A replacement vehicle is funded in FY11 per the replacement schedule.,,,
MEMO,,,,,,,,,,,,,,,,,,,
Net County Funding:,Net County Funding:,Net County Funding:,Net County Funding:,Net County Funding:,,,,,,,,,,,,,,,
,,,,,,,,,FY 10,,,,FY 11,FY 11,,,FY 12,,
,,,,,,,,,Adopted,Adopted,,,Adopted,Adopted,,,Plan,,
,,,,Total Budget,Total Budget,Total Budget,$,,"1,234,956","1,234,956",,$,"1,191,979","1,191,979",,$,"1,180,661",,
,,State/Other Revenue,State/Other Revenue,State/Other Revenue,State/Other Revenue,State/Other Revenue,,,"(887,538)","(887,538)",,,"(832,788)","(832,788)",,,"(819,084)",,
,,Net County Funding,Net County Funding,Net County Funding,Net County Funding,Net County Funding,$,,"347,418","347,418",,$,"359,191","359,191",,$,"361,577",,
,,,,,,,,,,Page C-40,,,,,,,,,
