Name: “Table 1 of 1 on page 110 of 156”,Name: “Table 1 of 1 on page 110 of 156”,Name: “Table 1 of 1 on page 110 of 156”,Name: “Table 1 of 1 on page 110 of 156”,Name: “Table 1 of 1 on page 110 of 156”,Name: “Table 1 of 1 on page 110 of 156”
Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110
,,,,,
James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,,Summary
"The operations of the JCSA are the responsibility of a General Manager, assisted by an Assistant General","The operations of the JCSA are the responsibility of a General Manager, assisted by an Assistant General","The operations of the JCSA are the responsibility of a General Manager, assisted by an Assistant General","The operations of the JCSA are the responsibility of a General Manager, assisted by an Assistant General","The operations of the JCSA are the responsibility of a General Manager, assisted by an Assistant General","The operations of the JCSA are the responsibility of a General Manager, assisted by an Assistant General"
"Manager, Chief Engineer for Water, Chief Engineer for Sewer, Utility Operations Administrator, and a Utility","Manager, Chief Engineer for Water, Chief Engineer for Sewer, Utility Operations Administrator, and a Utility","Manager, Chief Engineer for Water, Chief Engineer for Sewer, Utility Operations Administrator, and a Utility","Manager, Chief Engineer for Water, Chief Engineer for Sewer, Utility Operations Administrator, and a Utility","Manager, Chief Engineer for Water, Chief Engineer for Sewer, Utility Operations Administrator, and a Utility","Manager, Chief Engineer for Water, Chief Engineer for Sewer, Utility Operations Administrator, and a Utility"
Account Supervisor.,Account Supervisor.,"Support services in legal, planning, finance, payroll, and general administrative areas are","Support services in legal, planning, finance, payroll, and general administrative areas are","Support services in legal, planning, finance, payroll, and general administrative areas are","Support services in legal, planning, finance, payroll, and general administrative areas are"
provided by various County departments on a reimbursable basis.,provided by various County departments on a reimbursable basis.,provided by various County departments on a reimbursable basis.,provided by various County departments on a reimbursable basis.,provided by various County departments on a reimbursable basis.,The Authority's operations are coordinated
through five separate funds:,through five separate funds:,through five separate funds:,,,
,"Administration Fund - The Administration Fund contains expenses such as salaries, building","Administration Fund - The Administration Fund contains expenses such as salaries, building","Administration Fund - The Administration Fund contains expenses such as salaries, building","Administration Fund - The Administration Fund contains expenses such as salaries, building","Administration Fund - The Administration Fund contains expenses such as salaries, building"
,"maintenance, utilities, and other overhead expenses that are not directly attributable to one of","maintenance, utilities, and other overhead expenses that are not directly attributable to one of","maintenance, utilities, and other overhead expenses that are not directly attributable to one of","maintenance, utilities, and other overhead expenses that are not directly attributable to one of","maintenance, utilities, and other overhead expenses that are not directly attributable to one of"
,the other funds.,the other funds.,,,
,Water Fund - The Water Fund contains revenues and expenses for operation of the JCSA,Water Fund - The Water Fund contains revenues and expenses for operation of the JCSA,Water Fund - The Water Fund contains revenues and expenses for operation of the JCSA,Water Fund - The Water Fund contains revenues and expenses for operation of the JCSA,Water Fund - The Water Fund contains revenues and expenses for operation of the JCSA
,groundwater supply and distribution system.,groundwater supply and distribution system.,groundwater supply and distribution system.,groundwater supply and distribution system.,
,Sewer Fund - The Sewer Fund contains revenues and expenses for operation of the JCSA sewer,Sewer Fund - The Sewer Fund contains revenues and expenses for operation of the JCSA sewer,Sewer Fund - The Sewer Fund contains revenues and expenses for operation of the JCSA sewer,Sewer Fund - The Sewer Fund contains revenues and expenses for operation of the JCSA sewer,Sewer Fund - The Sewer Fund contains revenues and expenses for operation of the JCSA sewer
,collection and transmission system.,collection and transmission system.,collection and transmission system.,collection and transmission system.,
,Capital Improvements Program (CIP) - The Capital Improvements Program provides revenues and,Capital Improvements Program (CIP) - The Capital Improvements Program provides revenues and,Capital Improvements Program (CIP) - The Capital Improvements Program provides revenues and,Capital Improvements Program (CIP) - The Capital Improvements Program provides revenues and,Capital Improvements Program (CIP) - The Capital Improvements Program provides revenues and
,"expenses for major water and sewer expansions, replacements, and rehabilitations.","expenses for major water and sewer expansions, replacements, and rehabilitations.","expenses for major water and sewer expansions, replacements, and rehabilitations.","expenses for major water and sewer expansions, replacements, and rehabilitations.","expenses for major water and sewer expansions, replacements, and rehabilitations."
,Debt Service Fund - Identify spending and sources of funding to pay principal and interest on,Debt Service Fund - Identify spending and sources of funding to pay principal and interest on,Debt Service Fund - Identify spending and sources of funding to pay principal and interest on,Debt Service Fund - Identify spending and sources of funding to pay principal and interest on,Debt Service Fund - Identify spending and sources of funding to pay principal and interest on
,outstanding Authority debt.,outstanding Authority debt.,outstanding Authority debt.,outstanding Authority debt.,
"These budgets reflect assessment of key service rates and charges for FY 2011, as follows:","These budgets reflect assessment of key service rates and charges for FY 2011, as follows:","These budgets reflect assessment of key service rates and charges for FY 2011, as follows:","These budgets reflect assessment of key service rates and charges for FY 2011, as follows:","These budgets reflect assessment of key service rates and charges for FY 2011, as follows:","These budgets reflect assessment of key service rates and charges for FY 2011, as follows:"
1.,Water Service,Residential:,1st Block,"
    ","$2.85 per 1,000 gallons"
,Retail Rate,(Per Billing,2nd Block,"> 15,000 to","$3.45 per 1,000 gallons"
,,Period),,"
    ",
,,,3rd Block,"> 30,000 gallons","$9.80 per 1,000 gallons"
,,Commercial:,Flat Rate,,"$3.45 per 1,000 gallons"
2.,Sewer Service,Flat Rate,,,"$2.80 per 1,000 gallons"
,Retail Rate,,,,
3.,Water System,5/8-inch meter,,,$500 per bathroom fixture
,Facility Charge,,,,
4.,Sewer System,5/8-inch meter,,,$400 per bathroom fixture
,Facility Charge,,,,
,,,,Page E-2,
