Name: “Table 1 of 1 on page 154 of 156”,Name: “Table 1 of 1 on page 154 of 156”,Name: “Table 1 of 1 on page 154 of 156”,Name: “Table 1 of 1 on page 154 of 156”,Name: “Table 1 of 1 on page 154 of 156”,Name: “Table 1 of 1 on page 154 of 156”,Name: “Table 1 of 1 on page 154 of 156”
Table: 154,Table: 154,Table: 154,Table: 154,Table: 154,Table: 154,Table: 154
,,,,,,
,,Property Tax Levies and Tax Collections,Property Tax Levies and Tax Collections,Property Tax Levies and Tax Collections,,
,,,,,Total,
,Total,Collection,% of,Collection,"Collections,",% of Total
Fiscal,Tax,of Current,Levy,of Back,Current,Collections
Year,Levy,Taxes,Collected,Taxes,and Back,to Tax Levy
2003,"72,770,254","71,037,857",97.62%,"2,563,632","73,601,489",101.14%
2004,"77,632,358","75,152,542",96.81%,"2,403,245","77,555,787",99.90%
2005,"82,556,220","79,820,882",96.69%,"2,366,403","82,187,285",99.55%
2006,"95,154,222","94,002,341",98.79%,"2,356,361","96,358,702",101.27%
2007,"106,752,648","110,001,687",103.04%,"2,138,506","112,140,193",105.05%
2008,"115,926,317","118,483,255",102.21%,"2,719,656","121,202,911",104.55%
2009,"116,213,618","120,710,632",103.87%,"2,398,145","123,108,777",105.93%
2010 (Est),"114,084,542","114,794,233",100.62%,"2,085,000","116,879,233",102.45%
2011 (Est),"115,488,317","114,143,071",98.84%,"1,832,500","115,975,571",100.42%
2012 (Est),"117,750,500","114,986,881",97.65%,"1,832,500","116,819,381",99.21%
,,,Page G-23,,,
