Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”,Name: “Table 1 of 1 on page 5 of 28”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,,,,
,,,,,,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,,,,,,Office of Water Supply Planning,Office of Water Supply Planning,Office of Water Supply Planning
,,,,,,,,,,,,,,,,"629 East Main Street,","629 East Main Street,"
,,,,,,,Hampton Roads Peninsula,Hampton Roads Peninsula,Hampton Roads Peninsula,,,,,,,,
,,,,,,,,,,,,,,,"P.O. Box 1105, Richmond, VA","P.O. Box 1105, Richmond, VA",23218
List all well information for community water systems using groundwater.,List all well information for community water systems using groundwater.,List all well information for community water systems using groundwater.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,"If unable to find data or data not applicable, note accordingly.","If unable to find data or data not applicable, note accordingly.","If unable to find data or data not applicable, note accordingly.","If unable to find data or data not applicable, note accordingly.","If applicable, mark well locations on associated map.","If applicable, mark well locations on associated map.","If applicable, mark well locations on associated map.","If applicable, mark well locations on associated map.",,,
COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),,,,,,,,,,,
,,,,,,,,,,,,,GROUNDWATER,GROUNDWATER,,,
,,,,,,,INDIVIDUAL WELL DATA:,INDIVIDUAL WELL DATA:,INDIVIDUAL WELL DATA:,,,,MANAGEMENT AREA WELLS,MANAGEMENT AREA WELLS,,,
,,,,,,,,,,,,,,,,Notes,
,,,Calculated,,,,,,,Withdrawal,,Withdrawal,,,,or,
,,,,,,,,,Withdrawal,,Withdrawal,,,,,,
,,VDH Permitted,VDH Permitted,,Well,Casing,,Well,,Design,,Design,DEQ Permitted,DEQ Permitted,,Comments,
,,,,,,,Screen Depth (Top &,,Design Capacity:,,Design Capacity:,,,,,,
,,System Capacity,System,Well Name,Depth,Depth,,Diameter,,Capacity:,,Capacity:,Monthly,Annual,,,
PWSID,Water System Name,,,,,,Bottom) or,,AVERAGE,,MAXIMUM,,,,,,
,,,Capacity,and ID #,,,,,,AVERAGE,,MAXIMUM,Withdrawal,Withdrawal,,,
,,,,,,,Water Zones,,DAILY,,DAILY,,,,,,
,,(gpd),,,(feet),(feet),,(inches),,DAILY,,DAILY,(MGD),(MGD),(This may include references to,(This may include references to,(This may include references to
,,,,,,,,,(gpd),,(gpd),,,,,,
,,,(MGD),,,,,,,(MGD),,(MGD),,,"maps, data sources, data gaps,","maps, data sources, data gaps,","maps, data sources, data gaps,"
,,,,,,,,,,,,,,,,etc.),
James City County (continued),James City County (continued),,,,,,,,,,,,,,,,
,GREENSPRINGS MOBILE,,,,,,,,,,,,,,,,
3095320,,"34,400",0.03,2 wells,NI,NI,NI,NI,NI,0.00,NI,0.00,NA,NA,,,
,VILLAGE,,,,,,,,,,,,,,,,
3095590,HEATHS MOBILE HOMES,"15,000",0.02,NI,290,NA,NI,NI,NI,0.00,NI,0.00,NA,NA,,,
Newport News,Newport News,,,,,,,,,,,,,,,,
,,,,BGD Well #1,,,,,,,,,,,,,
,,,,,580,580,"525-575, 575-580",14x17,"490,000",0.49,NI,0.00,,,,,
,,,,216-35,,,,,,,,,,,,,
,,,,BGD Well#1B,,,,,,,,,,,,,
,,,,,"1,142","1,131","1017-1126, 1126-1131",14x17,"1,130,000",1.13,NI,0.00,,,,,
,,,,216-40,,,,,,,,,,,,,
,,,,BGD Well#2,,,"509-550, 575-595, 595-",,,,,,,,,,
,,,,,600,600,,14x17,"490,000",0.49,NI,0.00,,,,,
,,,,216-36,,,600,,,,,,,,,,
,,,,,,,"660-721, 770-801, 936-",,,,,,,,,,
3700500,,,,BGD Well #2B,,,"951, 986-1001, 1025-",,,,,,,,Information provided by Newport,Information provided by Newport,Information provided by Newport
,City of Newport News Waterworks,"5,700,000",5.70,,"1,115","1,115",,14x17,"1,130,000",1.13,NI,0.00,7.23,7.00,,,
(GW0030200),,,,216-41,,,"1055, 1090-1111, 1111-",,,,,,,,News Waterworks.,News Waterworks.,
,,,,,,,1115,,,,,,,,,,
,,,,BGD Well #3 216-,,,,,,,,,,,,,
,,,,,600,600,"505-530, 555-595",14,"490,000",0.49,NI,0.00,,,,,
,,,,37,,,,,,,,,,,,,
,,,,,,,"662-712, 780-795, 816-",,,,,,,,,,
,,,,BGD Well #3B,,,,,,,,,,,,,
,,,,,"1,164","1,164","916, 996-1016, 1043-",16,"1,130,000",1.13,NI,0.00,,,,,
,,,,216-42,,,,,,,,,,,,,
,,,,,,,"1073, 1124-1154",,,,,,,,,,
Williamsburg,Williamsburg,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,VDH System Capacity permit for,VDH System Capacity permit for,VDH System Capacity permit for
,,,,,,,,,,,,,,,the Williamsburg system is 6.15,the Williamsburg system is 6.15,the Williamsburg system is 6.15
,,,,City of,,,,,,,,,,,,,
3830850,,,,,,,"260-280, 420-430, 460-",,,,,,,,MGD.,The groundwater system,The groundwater system
,City of Williamsburg,"650,000",0.65,Williamsburg #1,505,500,,10,"650,000",0.65,"790,000",0.79,0.72,0.71,,,
(GW0037700),,,,,,,500,,,,,,,,accounts for 0.65 MGD.,accounts for 0.65 MGD.,DEQ has
,,,,199-00037,,,,,,,,,,,,,
,,,,,,,,,,,,,,,indicated that it will be requiring the,indicated that it will be requiring the,indicated that it will be requiring the
,,,,,,,,,,,,,,,City to close off the upper screen.,City to close off the upper screen.,City to close off the upper screen.
York County,York County,,,,,,,,,,,,,,,,
,,,,Lightfoot 1,,,,,,,,,,,,,
,,,,,318,NA,280-305,8,,0.30,NI,0.00,,,,,
,,,,199-00088,,,,,,,,,,,System was previously owned by,System was previously owned by,System was previously owned by
,,,,,,,,,"296,800",,,,0.85,0.56,,,
,,,,,,,,,,,,,,,York County.,York County.,
