Name: “Table 1 of 1 on page 157 of 165”,Name: “Table 1 of 1 on page 157 of 165”,Name: “Table 1 of 1 on page 157 of 165”
Table: 157,Table: 157,Table: 157
,,
Reconciliation of General Fund Appropriations for FY2012,Reconciliation of General Fund Appropriations for FY2012,
As Shown in FY2013 Budget,,
,Revenues,Expenditures
"FY2012 Appropriations, As Adopted, April 2011","$164,000,000","$164,000,000"
Appropriation adjustments during the year:,,
Appropriation of Fund Balance for one-time employee,,
bonuses,"567,964","567,964"
Increase in Revenues and Expenditures,"5,000","5,000"
Restate Revenues and Expenditures for comparison,,
purposes between General Fund and Tourism Investment,,
Fund,"(700,000)","(700,000)"
Total adjustments to date,"($127,036)","($127,036)"
"FY2012 Appropriations, As Shown in FY2013 Budget Document","$163,872,964","$163,872,964"
____________________________________________________________________________________________,____________________________________________________________________________________________,____________________________________________________________________________________________
Page G-16,,
